Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2011,GA0,DCPS,"Public Schools, District of Columbia",# of HR constituent cases open 50+ days,Raw Number,Efficiency,Down is Better,Quarterly,0,5,,,19,24,No Data,Not Rated Insufficient Data,SCHOOL SYSTEM MAGEMENT,223
2011,GA0,DCPS,"Public Schools, District of Columbia",# of pageviews on DCPS website,Raw Number,Demand,Up is Better,Quarterly,9994698,0,0,,9249459,9249459,92.54%,Partially Achieved,SCHOOL SYSTEM MAGEMENT,224
2011,GA0,DCPS,"Public Schools, District of Columbia",% 9-11th grade students taking the PSAT,Percentage,Outcome,Up is Better,Annual,80,78.5,,,,78.5,98.13%,Partially Achieved,SCHOOL SYSTEM MAGEMENT,225
2011,GA0,DCPS,"Public Schools, District of Columbia",% of AP exams passed,Percentage,Outcome,Up is Better,Annual,18,,,,29.5,29.5, > 100%,Fully Achieved,,226
2011,GA0,DCPS,"Public Schools, District of Columbia",% of ES students proficient in Math,Percentage,Outcome,Up is Better,Annual,46,,,,42,42,91.30%,Partially Achieved,INSTRUCTIONAL SUPPORT SERVICES,227
2011,GA0,DCPS,"Public Schools, District of Columbia",% of ES students proficient in Reading,Percentage,Outcome,Up is Better,Annual,46,,,,43,43,93.48%,Partially Achieved,,228
2011,GA0,DCPS,"Public Schools, District of Columbia",% of HS students taking at least 1 Advanced Placement exam,Percentage,Outcome,Up is Better,Annual,17,,,,17,17,100.00%,Fully Achieved,,229
2011,GA0,DCPS,"Public Schools, District of Columbia",% of SEC students proficient in Math,Percentage,Outcome,Up is Better,Annual,46,,,,46,46,100.00%,Fully Achieved,INSTRUCTIONAL SUPPORT SERVICES,230
2011,GA0,DCPS,"Public Schools, District of Columbia",% of SEC students proficient in Reading,Percentage,Outcome,Up is Better,Annual,46,,,,44,44,96%,Partially Achieved,INSTRUCTIONAL SUPPORT SERVICES,231
2011,GA0,DCPS,"Public Schools, District of Columbia",% of parents satisfied with schools academic progress and opportunities for engagement,Percentage,Outcome,Up is Better,Annual,85,,,,83,83,98%,Partially Achieved,SCHOOL SYSTEM MAGEMENT,232
2011,GA0,DCPS,"Public Schools, District of Columbia",% of principals certifying they have the necessary textbooks,Percentage,Quality,Up is Better,Annual,100,100,,,,100,100%,Fully Achieved,SCHOOL SYSTEM MAGEMENT,233
2011,GA0,DCPS,"Public Schools, District of Columbia",% of schools receiving benchmark data within 3 school days,Percentage,Efficiency,Up is Better,Quarterly,95,96,98.11,96,96,96.53, > 100%,Fully Achieved,SCHOOL SYSTEM MAGEMENT,234
2011,GA0,DCPS,"Public Schools, District of Columbia",% of teachers rated highly qualified,Percentage,Outcome,Up is Better,Quarterly,85,73,77,75,75,75,88.24%,Partially Achieved,SCHOOL SYSTEM MAGEMENT,235
2011,GA0,DCPS,"Public Schools, District of Columbia",% of teachers with value-added data,Percentage,Output,Up is Better,Annual,16,,,,83,83, > 100%,Fully Achieved,SCHOOL SYSTEM MAGEMENT,236
2011,GA0,DCPS,"Public Schools, District of Columbia",4-Year Graduation Rate,Percentage,Outcome,Up is Better,Annual,0,,,,,0,No Data,Not Rated Insufficient Data,SCHOOL SYSTEM MAGEMENT,237
2011,GA0,DCPS,"Public Schools, District of Columbia",Avg elementary school daily attendance rate,Percentage,Outcome,Up is Better,Quarterly,95,98,97.57,97,97,97.39, > 100%,Fully Achieved,STUDENT SUPPORT SERVICES,238
2011,GA0,DCPS,"Public Schools, District of Columbia",Avg secondary school daily attendance rate,Percentage,Outcome,Up is Better,Quarterly,90,92,100,89,89,92.5, > 100%,Fully Achieved,STUDENT SUPPORT SERVICES,239
2011,GA0,DCPS,"Public Schools, District of Columbia",Black-White Math achievement gap,Raw Number,Outcome,Down is Better,Annual,48,,,,59,59,81.36%,Partially Achieved,INSTRUCTIONAL PROGRAMS                            ,240
2011,GA0,DCPS,"Public Schools, District of Columbia",Black-White Reading achievement gap,Raw Number,Outcome,Down is Better,Annual,48,,,,52,52,92%,Partially Achieved,INSTRUCTIONAL PROGRAMS                            ,241
2011,GA0,DCPS,"Public Schools, District of Columbia",Retention rate of highly effective teachers,Percentage,Quality,Up is Better,Annual,95,,,,93,93,97.89%,Partially Achieved,SCHOOL SYSTEM MAGEMENT,242
2011,GA0,DCPS,"Public Schools, District of Columbia",Student enrollment on October 5,Raw Number,Demand,Up is Better,Annual,45881,46515,,,,46515, > 100%,Fully Achieved,SCHOOL SYSTEM MAGEMENT,243
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# Zoning Compliance Letters issued,Raw Number,Demand,Up is Better,Quarterly,0,193,150,200,191,734,No Data,Not Rated Insufficient Data,,244
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of Quality Control inspections performed on Third Party Inspections ,Raw Number,Demand,Up is Better,Quarterly,0,0,0,104,61,165,No Data,Not Rated Insufficient Data,,245
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of Units Inspected by Proactive inspections Team,Raw Number,Efficiency,Up is Better,Quarterly,2500,297,589,465,724,2075,83.00%,Partially Achieved,,246
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",%  of filed plan reviews completed on-time,Percentage,Efficiency,Up is Better,Quarterly,94,90.59,94.42,96.82,94.74,94.02, > 100%,Fully Achieved,,247
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% business license applications submitted online (new and renewal),Percentage,Demand,Up is Better,Quarterly,60,28.9,12.14,8.17,20.95,16.59,27.64%,Not Achieved,,248
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","% of Certificate of Occupancy applications receiving OZA initial review from the application date, in compliance with timelines (30 business days)",Percentage,Efficiency,Up is Better,Quarterly,95,84.65,95.16,97.87,96.78,93.2,98.11%,Partially Achieved,,249
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of DCRA abatements completed within 30 days,Percentage,Demand,Up is Better,Quarterly,70,84.09,88.57,81.88,81.82,82.34, > 100%,Fully Achieved,,250
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of FOIA request completed Timely,Percentage,Efficiency,Up is Better,Quarterly,90,,,,56.28,56.28,62.54%,Not Achieved,,251
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of HOPs issued within 10 business days of application submission,Percentage,Efficiency,Up is Better,Quarterly,90,81.64,82.79,83.84,90.65,84.25,93.62%,Partially Achieved,,252
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of OIG inquiries completed timely,Percentage,Efficiency,Up is Better,Quarterly,100,100,85.71,,,92.31,92.31%,Partially Achieved,,253
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of TPR project reviews by DCRA Technical Review within 15 business days ,Percentage,Efficiency,Up is Better,Quarterly,80,100,44.07,93.99,63.64,77.85,97.31%,Partially Achieved,,254
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of Third Party Inspection agencies with quality control audits found to be in compliance,Percentage,Efficiency,Up is Better,Quarterly,0,,,80.77,50.82,69.7,No Data,Not Rated Insufficient Data,,255
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of all permit applications held for correction,Percentage,Efficiency,Down is Better,Quarterly,0,7.25,7.95,9.3,8.58,8.31,No Data,Not Rated Insufficient Data,,256
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of applications submitted online,Percentage,Demand,Up is Better,Quarterly,0,13.74,13.98,16.87,15.32,15.05,No Data,Not Rated Insufficient Data,,257
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of building plats utilizing expedited review service ,Percentage,Demand,Up is Better,Quarterly,20,18.06,21.16,23.87,24.39,22.07, > 100%,Fully Achieved,,258
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of business license issued within 45 business days,Percentage,Efficiency,Up is Better,Quarterly,50,97.64,85.16,0,0,42.54,85.08%,Partially Achieved,,259
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of business that have obtained a business license after being issued a notice of infraction,Percentage,Efficiency,Up is Better,Quarterly,60,25,7.41,6.33,8.11,9.9,16.50%,Not Achieved,,260
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","% of calls received by IVR								% of calls received by IVR			",Percentage,Efficiency,Up is Better,Quarterly,40,25.18,23.11,22.8,,23.62,59.06%,Not Achieved,,261
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","% of cases ""won"" with OAH finding of liability (""upheld"")",Percentage,Efficiency,Up is Better,Quarterly,80,72.38,24.71,49.09,43.97,42.15,52.69%,Not Achieved,,262
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of complaint-initiated enforcement actions occurring within 60 days of receipt of concern,Percentage,Demand,Up is Better,Quarterly,70,69.44,73.53,78.57,72.86,73.63, > 100%,Fully Achieved,,263
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of complaint-related inspections conducted within 3-5 days of the request,Percentage,Efficiency,Up is Better,Quarterly,75,79.4,87.35,58.58,79.21,78.83, > 100%,Fully Achieved,,264
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of emergency inspections conducted within 24 hours of complaint ,Percentage,Efficiency,Up is Better,Quarterly,90,53.75,91.86,62.86,72,66.99,74.44%,Not Achieved,,265
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of green building plan review completed within 30 days,Percentage,Demand,Up is Better,Quarterly,0,100,100,100,100,100,No Data,Not Rated Insufficient Data,,266
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of inspections completed as scheduled,Percentage,Efficiency,Up is Better,Quarterly,80,91.36,93.62,91.07,92.38,92.13, > 100%,Fully Achieved,,267
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of inspections conducted by 3rd  Party Agencies that were initially disapproved ,Percentage,Efficiency,Down is Better,Quarterly,0,,,,,0,No Data,Not Rated Insufficient Data,,268
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of new corporate filings submitted online ,Percentage,Demand,Up is Better,Quarterly,60,0,0,13.72,17.85,11.14,18.56%,Not Achieved,,269
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of permit-related inspections completed within 48 hours of request,Percentage,Efficiency,Up is Better,Quarterly,100,93.98,95.15,92.11,93.09,93.53,93.53%,Partially Achieved,,270
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of permits issued on the same day as application (Walkthroughs),Percentage,Demand,Up is Better,Quarterly,0,,,,,0,No Data,Not Rated Insufficient Data,,271
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","% of permits issued online (postcard, supplemental, eHOP)",Percentage,Demand,Up is Better,Quarterly,0,13.43,13.02,16.19,11.37,13.47,No Data,Not Rated Insufficient Data,,272
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of pre-license investigations conducted by regulatory investigations within 5 business days,Percentage,Efficiency,Up is Better,Quarterly,85,100,94.39,93.67,95.06,95.73, > 100%,Fully Achieved,,273
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of rate of return on special assessments,Percentage,Demand,Up is Better,Quarterly,0,93.44,72.73,50.86,68.75,68.46,No Data,Not Rated Insufficient Data,,274
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of registered vacant properties (including properties that are registered and exempt),Percentage,Demand,Up is Better,Quarterly,75,28.67,53.3,57.32,43.79,46.81,62.41%,Not Achieved,,275
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of regulatory investigations resulting in the issuance of a notice infraction,Percentage,Efficiency,Up is Better,Quarterly,60,25.4,14.03,57.66,0,23.08,38.46%,Not Achieved,,276
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of staff with only a government issued cellular phones (No landline),Percentage,Demand,Up is Better,Quarterly,30,0,0,0,0,0,0%,Not Achieved,,277
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of successful defenses of appeals of Zoning Administrator decisions before the BZA,Percentage,Efficiency,Up is Better,Quarterly,90,100,75,0,100,77.78,86.42%,Partially Achieved,,278
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of walk through applications processed same day,Percentage,Efficiency,Up is Better,Quarterly,70,69.3,63.21,58.17,55.72,61.03,87%,Partially Achieved,,279
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of weighing and measuring devices approved,Percentage,Efficiency,Up is Better,Quarterly,80,95.22,96.8,98.15,92.36,96.09, > 100%,Fully Achieved,,280
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% professional license applications submitted online (new and renewal),Percentage,Efficiency,Up is Better,Quarterly,60,80.4,83.56,100,97.71,90.88, > 100%,Fully Achieved,,281
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% reduction in the number of illegal  construction cases dismissed at the initial DCRA appeal hearing,Percentage,Efficiency,Up is Better,Quarterly,10,14.07,18.97,17.95,18.71,17.4, > 100%,Fully Achieved,,282
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% reduction of calls received by ACD system,Percentage,Efficiency,Down is Better,Quarterly,10,33.67,30.05,29.53,0,22.98,43.53%,Not Achieved,,283
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Average length of customer wait in Permit Center (minutes),Raw Number,Demand,Down is Better,Quarterly,16,14.4,14.29,14.48,14.22,57.39,27.88%,Not Achieved,,284
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Average number of inspections per inspector daily ,Ratio,Efficiency,Up is Better,Quarterly,0,5.88,7.26,6.35,5.51,6.19,No Data,Not Rated Insufficient Data,,285
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Dollar amount of liens referred to credit agencies or collection agencies,Dollar Amount,Demand,Up is Better,Quarterly,0,0,0,0,0,0,No Data,Not Rated Insufficient Data,,286
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Number of blighted properties reported to OTR,Raw Number,Demand,Down is Better,Quarterly,220,125,326,340,243,1034,21%,Not Achieved,,287
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Total dollar amount of Special Assessments filed,Dollar Amount,Demand,Up is Better,Quarterly,1600000,175841,281550.92,673566.65,1273527.57,2404486.14, > 100%,Fully Achieved,,288
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Total dollar amount of tax liens collected Administratvie Judgements),Dollar Amount,Demand,Up is Better,Quarterly,0,101824.39,0,0,101824.39,203648.78,No Data,Not Rated Insufficient Data,,289
2011,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Total number of vacant properties,Raw Number,Demand,Down is Better,Quarterly,3400,1137,1274,1830,2288,6529,52.08%,Not Achieved,,290
2011,TC0,DCTC,"Taxicab Commission, District of Columbia",Average number of complaints acknowledged within 2 days of receipts,Percentage,Efficiency,Up is Better,Quarterly,94,88.11,95.24,98.66,92.63,94.27, > 100%,Fully Achieved,LICENSING AND DISPUTE RESOLUTION,291
2011,TC0,DCTC,"Taxicab Commission, District of Columbia",Number of Public Vehicles for Hire licenses processed within 1 business day of receipt of criminal background check,Percentage,Output,Up is Better,Quarterly,93,90,90.91,100,100,95.01, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,292
2011,TC0,DCTC,"Taxicab Commission, District of Columbia","Number of Taxicabs and Limousines inspected that have valid licenses, and insurances.",Percentage,Outcome,Up is Better,Quarterly,92,91.95,91.95,94.44,98.85,94.3, > 100%,Fully Achieved,PASSENGER AND DRIVER PROTECTION,293
2011,TC0,DCTC,"Taxicab Commission, District of Columbia",Percentage of Lost Items returned to customers,Percentage,Outcome,Up is Better,Quarterly,91,72.73,101.64,86.42,87.5,86.81,95.39%,Fully Achieved,PASSENGER AND DRIVER PROTECTION,294
2011,KG0,DDOE,"Environment, District Department of the", Number of Brownfields assessments completed,Raw Number,Outcome,Up is Better,Quarterly,10,0,0,0,0,0,0%,Not Achieved,,295
2011,KG0,DDOE,"Environment, District Department of the",# Participants in RiverSmart Homes Program,Raw Number,Output,Up is Better,Quarterly,1200,331,287,359,289,1266, > 100%,Fully Achieved,,296
2011,KG0,DDOE,"Environment, District Department of the",# of Appliance Rebate participants ,Raw Number,Output,Up is Better,Quarterly,0,292,253,0,941,1486,No Data,Not Rated Insufficient Data,,297
2011,KG0,DDOE,"Environment, District Department of the",# of Aquatic Resources Education Center visitors,Raw Number,Input,Up is Better,Quarterly,1440,193,74,1641,1571,3479, > 100%,Fully Achieved,,298
2011,KG0,DDOE,"Environment, District Department of the",# of Significant Operational Compliance (SOC) inspections of underground storage tanks completed,Raw Number,Output,Up is Better,Semi-annual,60,,36,,34,70, > 100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,299
2011,KG0,DDOE,"Environment, District Department of the",# of full-compliance evaluations of Title V facilities,Raw Number,Output,Up is Better,Quarterly,17,0,2,9,8,19, > 100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,300
2011,KG0,DDOE,"Environment, District Department of the",# of green-collar jobs in the District (Sustainable Energy Utility metric),Raw Number,Outcome,Up is Better,Quarterly,0,0,0,,27,27,No Data,Not Rated Insufficient Data,ENERGY                                            ,301
2011,KG0,DDOE,"Environment, District Department of the",# of inspections for stormwater management erosion/sediment control,Raw Number,Output,Up is Better,Quarterly,8000,1829,2089,2523,2923,9364, > 100%,Fully Achieved,,302
2011,KG0,DDOE,"Environment, District Department of the",# of pesticide marketplace inspections,Raw Number,Output,Up is Better,Quarterly,56,5,30,5,20,60, > 100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,303
2011,KG0,DDOE,"Environment, District Department of the",# of sustainability performance measures tracked on public web portal,Raw Number,Output,Up is Better,Annual,10,,,,22,22, > 100%,Fully Achieved,POLICY AND SUSTAINABILITY                         ,304
2011,KG0,DDOE,"Environment, District Department of the",# of wildlife surveys,Raw Number,Output,Up is Better,Annual,12,12,,,,12,100%,Fully Achieved,,305
2011,KG0,DDOE,"Environment, District Department of the",% of District Cabinet agencies reporting Action Items for Green DC Agenda,Percentage,Quality,Up is Better,Annual,80,,,,33.87,33.87,42.34%,Not Achieved,,306
2011,KG0,DDOE,"Environment, District Department of the",% of District residents reached by DDOE Outreach and Education ,Percentage,Output,Up is Better,Quarterly,75,94.04,2.19,56.96,57.49,52.67,70.23%,Not Achieved,,307
2011,KG0,DDOE,"Environment, District Department of the",% of children under 36 months of age being screened for lead poisoning,Raw Number,Efficiency,Up is Better,Annual,36,,,,1266,1266, > 100%,Fully Achieved,,308
2011,KG0,DDOE,"Environment, District Department of the",% of construction plans approved that contain a low impact design component.,Percentage,Output,Up is Better,Quarterly,50,44.78,37.78,39.47,39.34,40.76,81.52%,Partially Achieved,,309
2011,KG0,DDOE,"Environment, District Department of the",% of drainage complaints responded to within 2 business days,Percentage,Efficiency,Up is Better,Quarterly,95,100,100,100,100,100, > 100%,Fully Achieved,,310
2011,KG0,DDOE,"Environment, District Department of the",% of elevated blood level cases and other properties with identified hazards that are issued an Order to Eliminate Lead-Based Paint Hazards within 21 days of the propertys risk assessment. ,Percentage,Efficiency,Up is Better,Quarterly,60,92,70,100,100,90, > 100%,Fully Achieved,,311
2011,KG0,DDOE,"Environment, District Department of the",% of illicit discharge complaints investigated within 5 business days,Percentage,Efficiency,Up is Better,Quarterly,0,91.67,100,93.33,96.15,95.24,No Data,Not Rated Insufficient Data,NATURAL RESOURCES,312
2011,KG0,DDOE,"Environment, District Department of the","% of private buildings over 50,000 square feet that are benchmarked in EnergyStar portfolio manager",Percentage,Efficiency,Up is Better,Semi-annual,25,,,,,0,No Data,Not Rated Insufficient Data,POLICY AND SUSTAINABILITY                         ,313
2011,KG0,DDOE,"Environment, District Department of the",% of scheduled monitoring reports as defined in agency monitoring plan completed for each grant award,Percentage,Efficiency,Up is Better,Semi-annual,100,,68.75,,77.78,73.53,73.53%,Not Achieved,AGENCY MANAGEMENT PROGRAM,314
2011,KG0,DDOE,"Environment, District Department of the",% of subgrantees budget spent on programmatic costs,Percentage,Efficiency,Up is Better,Annual,65,,,,41.83,41.83,64%,Not Achieved,AGENCY MANAGEMENT PROGRAM,315
2011,KG0,DDOE,"Environment, District Department of the",Amount collected from fines and penalties,Dollar Amount,Output,Up is Better,Quarterly,192500,56895,65494,53100,51190,226679, > 100%,Fully Achieved,,316
2011,KG0,DDOE,"Environment, District Department of the",Average reduction in energy consumption per unit weatherized,Percentage,Efficiency,Up is Better,Quarterly,5,19.5,10.81,9.01,64,25, > 100%,Fully Achieved,,317
2011,KG0,DDOE,"Environment, District Department of the",Compliance rate of gas stations and drycleaners inspected (%),Percentage,Outcome,Up is Better,Quarterly,75,,66.67,48,71.43,57.14,76.19%,Partially Achieved,ENVIRONMENTAL SERVICES                            ,318
2011,KG0,DDOE,"Environment, District Department of the","Confirmed EBLLs as % of District children tested, as compared to national average",Raw Number,Outcome,Down is Better,Annual,0.72,,,,0.3,0.3, > 100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,319
2011,KG0,DDOE,"Environment, District Department of the",Energy demand of Districts largest energy users (Sustainable Energy Utility metric),Raw Number,Demand,Down is Better,Quarterly,0,0,0,0,0,0,No Data,Not Rated Insufficient Data,ENERGY                                            ,320
2011,KG0,DDOE,"Environment, District Department of the",Energy efficiency of low-income housing (Sustainable Energy Utility metric),Raw Number,Efficiency,Up is Better,Quarterly,0,0,0,0,0,0,No Data,Not Rated Insufficient Data,ENERGY                                            ,321
2011,KG0,DDOE,"Environment, District Department of the",Home Energy Rating System audits performed,Raw Number,Output,Up is Better,Quarterly,1250,171,254,463,381,1269, > 100%,Fully Achieved,,322
2011,KG0,DDOE,"Environment, District Department of the",Number of cases of children under age six identified with a blood lead level at or above CDC�s threshold of concern of 10 micrograms of lead per deciliter of blood  ,Raw Number,Outcome,Down is Better,Quarterly,75,19,5,10,15,49, > 100%,Fully Achieved,,323
2011,KG0,DDOE,"Environment, District Department of the",Number of days in which ozone levels exceed the National Ambient Air Quality Standards. ,Raw Number,Outcome,Down is Better,Quarterly,25,0,0,4,6,10, > 100%,Fully Achieved,,324
2011,KG0,DDOE,"Environment, District Department of the",Number of diesel-powered vehicles or engines replaced or retrofitted.,Raw Number,Outcome,Up is Better,Quarterly,20,0,1,0,6,7,35%,Not Achieved,,325
2011,KG0,DDOE,"Environment, District Department of the",Number of households receiving energy assistance,Raw Number,Demand,Neutral,Quarterly,31598,13245,9213,5037,664,28159,Not Rated B,Baseline Measure,,326
2011,KG0,DDOE,"Environment, District Department of the",Peak energy demand in the District (Sustainable Energy Utility metric),Raw Number,Demand,Down is Better,Quarterly,0,0,0,0,0,0,No Data,Not Rated Insufficient Data,ENERGY                                            ,327
2011,KG0,DDOE,"Environment, District Department of the",Per-capita energy consumption (Sustainable Energy Utility metric),Raw Number,Demand,Down is Better,Quarterly,0,0,0,0,0,0,No Data,Not Rated Insufficient Data,ENERGY                                            ,328
2011,KG0,DDOE,"Environment, District Department of the",Reduce rebate processing time for energy efficient appliances (in weeks),Raw Number,Efficiency,Down is Better,Quarterly,5,0,6,6,6,18,27.78%,Not Achieved,,329
2011,KG0,DDOE,"Environment, District Department of the",Renewable energy generating capacity (Sustainable Energy Utility metric),Raw Number,Output,Up is Better,Quarterly,0,0,0,0,0,0,No Data,Not Rated Insufficient Data,ENERGY                                            ,330
2011,KG0,DDOE,"Environment, District Department of the",Total units weatherized,Raw Number,Output,Up is Better,Quarterly,550,645,255,195,433,1528, > 100%,Fully Achieved,,331
2011,KG0,DDOE,"Environment, District Department of the",compliance rate of enforcement actions processed,Percentage,Efficiency,Up is Better,Quarterly,50,58.06,,,66.67,64.83, > 100%,Fully Achieved,ENFORCEMENT AND ENVIRONMENTAL JUSTICE             ,332
2011,KG0,DDOE,"Environment, District Department of the",rate of return on infractions collections,Percentage,Efficiency,Up is Better,Annual,70,,,,44.97,44.97,64.24%,Not Achieved,ENFORCEMENT AND ENVIRONMENTAL JUSTICE             ,333
2011,KA0,DDOT,"Transportation, District Department of",# of Structurally deficient bridges,Ratio,Outcome,Down is Better,Annual,17,,,,0.08,0.08, > 100%,Fully Achieved,,334
2011,KA0,DDOT,"Transportation, District Department of",# of Vegetation Plans written,Percentage,Output,Up is Better,Semi-annual,100,,100,,100,100,100%,Fully Achieved,,335
2011,KA0,DDOT,"Transportation, District Department of",# of bicycle fatalities,Raw Number,Outcome,Down is Better,Annual,0,,,,0,0,No Data,Not Rated Insufficient Data,,336
2011,KA0,DDOT,"Transportation, District Department of",# of motorcycle fatalities,Raw Number,Outcome,Down is Better,Annual,0,,,,3,3,No Data,Not Rated Insufficient Data,,337
2011,KA0,DDOT,"Transportation, District Department of",# of pedestrian fatalities,Raw Number,Outcome,Down is Better,Annual,0,,,,12,12,No Data,Not Rated Insufficient Data,,338
2011,KA0,DDOT,"Transportation, District Department of",% observed of seat belts used in passenger vehicles,Percentage,Outcome,Up is Better,Annual,95,,,,76.24,76.24,80.25%,Partially Achieved,,339
2011,KA0,DDOT,"Transportation, District Department of","% of Streets in ""good"" or ""excellent"" condition",Percentage,Outcome,Up is Better,Annual,60,,,,46,46,76.67%,Partially Achieved,,340
2011,KA0,DDOT,"Transportation, District Department of",% of blocks in paving plan completed,Percentage,Outcome,Up is Better,Quarterly,100,0,0,73.13,92.54,26.81,26.81%,Not Achieved,,341
2011,KA0,DDOT,"Transportation, District Department of",% of current year capital construction projects completed within 60 days of planned end date (except for those with scope change),Percentage,Outcome,Up is Better,Annual,94,,,,81.82,81.82,87.04%,Partially Achieved,,342
2011,KA0,DDOT,"Transportation, District Department of",% of current year capitol construction projects completed within 10% of budget (except for those with scope change),Percentage,Outcome,Up is Better,Annual,94,,,,100,100, > 100%,Fully Achieved,,343
2011,KA0,DDOT,"Transportation, District Department of","% of sidewalks in ""good"" or ""excellent"" condition",Percentage,Outcome,Up is Better,Annual,50,,,,46.89,46.89,93.79%,Partially Achieved,,344
2011,KA0,DDOT,"Transportation, District Department of",Average number of traning/enrichment hours per employee,Raw Number,Output,Up is Better,Quarterly,12,10,15,8,8.4,41.4, > 100%,Fully Achieved,,345
2011,KA0,DDOT,"Transportation, District Department of",Certified Arborist,Percentage,Output,Up is Better,Annual,100,,,,100,100,100%,Fully Achieved,,346
2011,KA0,DDOT,"Transportation, District Department of",Employers (100+ employees) providing transit subsidies,Raw Number,Outcome,Up is Better,Quarterly,120,339,365,375,389,1468, > 100%,Fully Achieved,,347
2011,KA0,DDOT,"Transportation, District Department of",Farebox recovery (% of cost covered by fare revenues),Percentage,Output,Up is Better,Semi-annual,20,,23.66,,24.56,24.14, > 100%,Fully Achieved,,348
2011,KA0,DDOT,"Transportation, District Department of",Fatality Rate per 100 Vehicle Miles Traveled,Ratio,Outcome,Down is Better,Annual,0,,,,0.01,0.01,No Data,Not Rated Insufficient Data,,349
2011,KA0,DDOT,"Transportation, District Department of",Host agency-level tech stat sessions for adherence to best practices standards,Raw Number,Demand,Up is Better,Annual,2,,,,2,2,100.00%,Fully Achieved,,350
2011,KA0,DDOT,"Transportation, District Department of",Increase in proportion of work generated by DDOT initiative,Raw Number,Outcome,Up is Better,Quarterly,180.96,1357,2317,1357,10702,15733, > 100%,Fully Achieved,,351
2011,KA0,DDOT,"Transportation, District Department of",Membership in bike sharing program(s),Raw Number,Outcome,Up is Better,Quarterly,5000,3101,5033,9253,18415,35802, > 100%,Fully Achieved,,352
2011,KA0,DDOT,"Transportation, District Department of",Miles of bike lane markings refreshed,Raw Number,Outcome,Up is Better,Quarterly,10,1.24,1.2,2.92,2,7.36,73.60%,Not Achieved,,353
