Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2010,JM0,DDS,"Disability Services, Department of",Number of individuals requiring 1:1 supervision for behavioral support,Raw Number,Output,Down is Better,Semi-annual,155,,0,,58,58, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,335
2010,JM0,DDS,"Disability Services, Department of",Number of individuals served,Raw Number,Output,Up is Better,Quarterly,2050,2024,8,35,22,2089, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,336
2010,JM0,DDS,"Disability Services, Department of",Number of internal output/outcome performance management metrics electronically tracked at least quarterly,Raw Number,Input,Up is Better,Quarterly,25,25,0,0,2,27, > 100%,Fully Achieved,,337
2010,JM0,DDS,"Disability Services, Department of",Number of new health service providers identified and made available,Raw Number,Output,Up is Better,Quarterly,5,6,9,0,7,22, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,338
2010,JM0,DDS,"Disability Services, Department of",Number of providers on enhanced monitoring status,Raw Number,Quality,Down is Better,Quarterly,5,4,1,2,0,7,71.43%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,339
2010,JM0,DDS,"Disability Services, Department of",Number of transition referrals,Raw Number,Output,Up is Better,Quarterly,525,505,227,69,21,822, > 100%,Fully Achieved,REHABILITATION SERVICES,340
2010,JM0,DDS,"Disability Services, Department of",Percent of  individuals receiving services in congregate settings (ICF/MR),Percentage,Output,Down is Better,Semi-annual,21,,,,19.05,19.05, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,341
2010,JM0,DDS,"Disability Services, Department of",Percent of cases exceeding Federal timeframes from eligibility to plan development,Percentage,Efficiency,Down is Better,Quarterly,5,30.54,20.68,43.17,25.81,28.7,17.42%,Not Achieved,REHABILITATION SERVICES,342
2010,JM0,DDS,"Disability Services, Department of",Percent of transition aged youth in their junior year or later with an IPE initiated,Percentage,Efficiency,Up is Better,Quarterly,50,,3.64,111.6,38.74,29.64,59%,Not Achieved,REHABILITATION SERVICES,343
2010,JM0,DDS,"Disability Services, Department of",Percentage of DDA staff trained in psychotropic medication and medical monitoring skills,Percentage,Quality,Up is Better,Annual,90,,,,42.35,42.35,47.06%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,344
2010,JM0,DDS,"Disability Services, Department of",Percentage of Guardianship Packages that are filed with the court within policy by the DDA AAG,Percentage,Efficiency,Up is Better,Quarterly,75,28.57,20,33.33,80,40,53.33%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,345
2010,JM0,DDS,"Disability Services, Department of",Percentage of ISPs that are completed on-time on annual basis,Percentage,Efficiency,Up is Better,Quarterly,90,41.65,52.06,78.95,77.48,63.28,70%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,346
2010,JM0,DDS,"Disability Services, Department of",Percentage of Investigations completed within required timelines,Percentage,Efficiency,Up is Better,Quarterly,75,16.34,31.14,42.63,24.58,27.53,36.70%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,347
2010,JM0,DDS,"Disability Services, Department of",Percentage of Prior Authorization requests Issued within policy,Percentage,Efficiency,Up is Better,Quarterly,80,,,,60.08,60.08,75.10%,Partially Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,348
2010,JM0,DDS,"Disability Services, Department of",Percentage of health and clinical services received within appropriate timelines,Percentage,Efficiency,Up is Better,Quarterly,75,84.75,90.76,91.16,93.66,90.02, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,349
2010,JM0,DDS,"Disability Services, Department of",Percentage of intake applications received that have been responded to within required timelines,Percentage,Efficiency,Up is Better,Semi-annual,50,,83.33,,9.26,16.67,33.33%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,350
2010,JM0,DDS,"Disability Services, Department of",Percentage of issues that are resolved on-time,Percentage,Efficiency,Up is Better,Quarterly,50,54.75,29.13,32.19,40.45,36.85,73.69%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,351
2010,JM0,DDS,"Disability Services, Department of",Percentage of recommendations from SRI investigations that are implemented within required timelines,Percentage,Efficiency,Up is Better,Quarterly,80,76.9,90.48,97.94,98.2,90.57, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,352
2010,JM0,DDS,"Disability Services, Department of",Total referrals,Raw Number,Output,Up is Better,Quarterly,2500,1139,1209,754,6,3108, > 100%,Fully Achieved,REHABILITATION SERVICES,353
2010,DB0,DHCD,"Housing and Community Development, Department of",Average amount of time (months) from receipt of case to assignment,Ratio,Efficiency,Down is Better,Quarterly,10,0,3,0,0,0.75, > 100%,Fully Achieved,,354
2010,DB0,DHCD,"Housing and Community Development, Department of",Average cost per facade unit funded,Dollar Amount,Output,Down is Better,Annual,25000,,,,29333,29333,85.23%,Partially Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,355
2010,DB0,DHCD,"Housing and Community Development, Department of",Average cost per property of acquisitions,Dollar Amount,Outcome,Down is Better,Annual,190000,,,,178000,178000, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,356
2010,DB0,DHCD,"Housing and Community Development, Department of",Average number of years of affordability for units created or rehabbed through reclamation of abandoned properties,Raw Number,Outcome,Up is Better,Annual,10,,,,9,9,90%,Partially Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,357
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of District employee homebuyers funded by EHAP,Raw Number,Output,Up is Better,Quarterly,80,33,23,17,25,98, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,358
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of District employee homebuyers funded by NEAHP,Raw Number,Output,Up is Better,Quarterly,100,0,1,2,5,8,8%,Not Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,359
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of Elevated Blood Level cases in the District,Raw Number,Outcome,Down is Better,Quarterly,44,23,16,25,25,89,49.44%,Not Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,360
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of affordable housing units created or rehabbed through reclamation of abandoned properties,Raw Number,Outcome,Up is Better,Quarterly,35,2,0,25,8,35,100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,361
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of appeals cases greater than 3 years old,Raw Number,Output,Down is Better,Quarterly,18,9,0,0,0,9, > 100%,Fully Achieved,,362
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of appeals disposed,Raw Number,Output,Up is Better,Quarterly,33,0,0,0,0,0,0%,Not Achieved,RENTAL HOUSING COMMISSION,363
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of customers who utilize Housing Resource Center services,Raw Number,Demand,Up is Better,Quarterly,600,1531,1439,1535,1885,6390, > 100%,Fully Achieved,HOUSING REGULATION ADMINISTRATION,364
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of eligible Community Housing Development Organizations recertified by year end,Raw Number,Output,Neutral,Quarterly,12,0,0,8,0,8,Not Rated B,Baseline Measure,DHCD - DIRECT COST,365
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of first time homebuyers funded by Home Purchase Assistance Program (HPAP),Raw Number,Output,Up is Better,Quarterly,300,78,49,96,139,362, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,366
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of housing units created or rehabbed through reclamation of abandoned properties,Raw Number,Outcome,Up is Better,Quarterly,45,8,4,25,8,45,100.00%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,367
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of inclusionary zoning units built,Raw Number,Output,Up is Better,Quarterly,0,0,0,0,0,0,Not Rated B,Baseline Measure,HOUSING REGULATION ADMINISTRATION,368
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of loans in portfolio,Raw Number,Output,Up is Better,Annual,6715,,,,6483,6483,96.55%,Partially Achieved,,369
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of loans moved from delinquent to correct status,Raw Number,Output,Up is Better,Quarterly,45,42,5,0,5,52, > 100%,Fully Achieved,,370
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of loans or grants by the Residential Rehab program for Lead Multifamily units,Raw Number,Output,Up is Better,Quarterly,20,4,8,18,5,35, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,371
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of loans or grants by the Residential Rehab program for Single Family Rehab units,Raw Number,Output,Up is Better,Quarterly,65,13,12,14,11,50,76.92%,Partially Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,372
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of properties acquired,Raw Number,Output,Up is Better,Quarterly,20,8,19,3,7,37, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,373
2010,DB0,DHCD,"Housing and Community Development, Department of","Number of properties acquired in each targeted neighborhood (Ivy City/Trinidad, Historic Anacostia, & Washington Highlands)",Raw Number,Output,Up is Better,Quarterly,10,0,7,1,4,12, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,374
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of properties for which disposition agreements were executed,Raw Number,Outcome,Up is Better,Quarterly,50,0,3,0,27,30,60.00%,Not Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,375
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of properties investigated that result in rehabilitation by the owner,Raw Number,Outcome,Up is Better,Quarterly,10,0,3,1,0,4,40.00%,Not Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,376
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of properties recaptured from developers or transferees,Raw Number,Output,Up is Better,Quarterly,8,0,14,1,2,17, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,377
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of required physical inspections and file reviews conducted annually for HOME and LIHTC properties,Raw Number,Output,Up is Better,Quarterly,1000,252,140,706,102,1200, > 100%,Fully Achieved,DHCD - DIRECT COST,378
2010,DB0,DHCD,"Housing and Community Development, Department of",Number of storefront facades improved,Raw Number,Outcome,Up is Better,Quarterly,50,13,33,0,2,48,96%,Partially Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,379
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent increase in number of loans in good standing from date baseline was established,Raw Number,Efficiency,Up is Better,Annual,4.17,,,,3.8,3.8,91.13%,Partially Achieved,FINANCIAL MANAGEMENT,380
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of Distrcit owners spending greater than 30% of income on monthly housing costs,Percentage,Outcome,Down is Better,Annual,37.5,,,,34.01,34.01, > 100%,Fully Achieved,,381
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of District Renters spending greater than 30% of income on housing costs,Percentage,Outcome,Down is Better,Annual,47.4,,,,47.86,47.86,99.04%,Partially Achieved,,382
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of Fair Housing reviews completed within stated division timelines,Percentage,Efficiency,Up is Better,Quarterly,95,100,100,100,100,100, > 100%,Fully Achieved,DHCD - DIRECT COST,383
2010,DB0,DHCD,"Housing and Community Development, Department of","Percent of affordable housing developments competitively evaluated and advancing to underwriting in the respective FY, that are highly sustainable and meet the Green Communities Criteria",Percentage,Outcome,Up is Better,Annual,95,,,,85.71,85.71,90.23%,Partially Achieved,,384
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of all required financial reviews completed by staff within determined timeline,Percentage,Efficiency,Up is Better,Quarterly,39,,100,100,100,100, > 100%,Fully Achieved,,385
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of cases processed under 6 weeks (from date of commencement),Percentage,Output,Up is Better,Quarterly,55,,100,,,100, > 100%,Fully Achieved,RENTAL HOUSING COMMISSION,386
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of complete housing assistance payment requests processed within 30 days,Percentage,Efficiency,Up is Better,Quarterly,95,,100,,,100, > 100%,Fully Achieved,HOUSING REGULATION ADMINISTRATION,387
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of condo registration applications processed within 60 days,Percentage,Efficiency,Up is Better,Quarterly,95,100,91.67,94.74,65.22,83.61,88.01%,Partially Achieved,HOUSING REGULATION ADMINISTRATION,388
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of environmental reviews conducted within 45 days,Percentage,Efficiency,Up is Better,Quarterly,95,79.63,65,62,84.21,73.63,77.51%,Partially Achieved,DHCD - DIRECT COST,389
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of financial reports collected from existing borrowers,Percentage,Efficiency,Up is Better,Quarterly,2,25,0.89,1.35,1.79,1.5,75.06%,Partially Achieved,,390
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of hearings scheduled within 30 day requirement,Percentage,Efficiency,Down is Better,Quarterly,100,,100,,,100,100%,Fully Achieved,RENTAL HOUSING COMMISSION,391
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of loans in default,Percentage,Outcome,Down is Better,Quarterly,12,8.71,5.19,4.33,4.13,5.57, > 100%,Fully Achieved,,392
2010,DB0,DHCD,"Housing and Community Development, Department of","Percent of loans in good standing (e.g. current loans and payoffs, and 30 days or less delinquent)",Percentage,Outcome,Up is Better,Quarterly,87,78.76,94.81,94.08,92.98,90.2, > 100%,Fully Achieved,,393
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of loans more than 30 days delinquent,Percentage,Outcome,Down is Better,Quarterly,1.91,2.65,3.3,2.68,2.67,2.82,67.65%,Not Achieved,,394
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of loans with a risk rating of 4 or above,Percentage,Outcome,Down is Better,Quarterly,18,15.16,59.77,59.77,59.77,34.44,52.27%,Not Achieved,,395
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of lotteries conducted for inclusionary units within adminstrative deadlines,Percentage,Efficiency,Up is Better,Quarterly,95,,,,,0,No Data,Not Rated Insufficient Data,HOUSING REGULATION ADMINISTRATION,396
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of orders issued on harship petitions within stated division timelines,Percentage,Efficiency,Up is Better,Quarterly,80,,10,,,10,12.50%,Not Achieved,HOUSING REGULATION ADMINISTRATION,397
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of orders issued on voluntary agreement petitions within 45 days,Percentage,Output,Up is Better,Quarterly,90,100,100,66.67,100,88.89,98.77%,Partially Achieved,HOUSING REGULATION ADMINISTRATION,398
2010,DB0,DHCD,"Housing and Community Development, Department of",Percent of structural defect warranty claim notices of funding processed within 60 days,Percentage,Efficiency,Up is Better,Quarterly,95,,100,45.45,,53.85,56.68%,Not Achieved,HOUSING REGULATION ADMINISTRATION,399
2010,DB0,DHCD,"Housing and Community Development, Department of",Total First Right Purchase Assistance Program (tenant purchase) units funded - FRP New and Rehab Units,Raw Number,Output,Up is Better,Quarterly,100,18,150,0,172,340, > 100%,Fully Achieved,,400
2010,DB0,DHCD,"Housing and Community Development, Department of","Total HPAP special needs (elderly, disabled and homeless) units funded",Raw Number,Output,Up is Better,Quarterly,5,4,0,3,2,9, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,401
2010,DB0,DHCD,"Housing and Community Development, Department of",Total Lead Multifamily units funded,Raw Number,Output,Up is Better,Quarterly,60,4,8,18,5,35,58.33%,Not Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,402
2010,DB0,DHCD,"Housing and Community Development, Department of","Total Residential Rehab special needs (elderly, disabled and homeless) units funded",Raw Number,Output,Up is Better,Quarterly,10,10,12,5,7,34, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,403
2010,DB0,DHCD,"Housing and Community Development, Department of",Total Single Family Rehab units funded,Raw Number,Output,Up is Better,Quarterly,65,13,12,14,11,50,76.92%,Partially Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,404
2010,DB0,DHCD,"Housing and Community Development, Department of",Total affordable housing units funded,Raw Number,Outcome,Up is Better,Quarterly,425,128,93,133,174,528, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,405
2010,DB0,DHCD,"Housing and Community Development, Department of",Total affordable housing units funded (new and rehab),Raw Number,Outcome,Up is Better,Quarterly,900,165,626,60,565,1416, > 100%,Fully Achieved,,406
2010,DB0,DHCD,"Housing and Community Development, Department of","Total affordable housing units preserved (via loan structuring, technical assistance, etc.)",Raw Number,Outcome,Up is Better,Quarterly,200,12,72,33,386,503, > 100%,Fully Achieved,,407
2010,DB0,DHCD,"Housing and Community Development, Department of",Total affordable housing units rehabilitated,Raw Number,Output,Up is Better,Quarterly,250,147,351,60,357,915, > 100%,Fully Achieved,,408
2010,DB0,DHCD,"Housing and Community Development, Department of",Total new homeownership units funded,Raw Number,Output,Up is Better,Quarterly,80,26,4,8,172,210, > 100%,Fully Achieved,,409
2010,DB0,DHCD,"Housing and Community Development, Department of",Total number of grants projects reviewed,Raw Number,Output,Up is Better,Quarterly,60,45,40,50,57,192, > 100%,Fully Achieved,DHCD - DIRECT COST,410
2010,DB0,DHCD,"Housing and Community Development, Department of","Total special needs hosing units funded (elderly, disabled, and homeless units)",Raw Number,Output,Up is Better,Quarterly,150,43,44,0,333,420, > 100%,Fully Achieved,,411
2010,HT0,DHCF,"Health Care Finance, Department of","Adults access to preventive/ambulatory care services (adults aged 20-44, enrolled in health plans)",Raw Number,Outcome,Up is Better,Annual,83,,,,,0,No Data,Not Rated Insufficient Data,QUALITY AND PROGRAM INTEGRITY,412
2010,HT0,DHCF,"Health Care Finance, Department of",Average Number of Days to Process EPD Waiver Application,Raw Number,Outcome,Down is Better,Annual,30,,,,35,35,85.71%,Partially Achieved,DISABILITIES AND AGING,413
2010,HT0,DHCF,"Health Care Finance, Department of",Average Number of Days to Resolve Issues Brought to Ombdusman,Raw Number,Outcome,Down is Better,Annual,2.5,,,,2.87,2.87,87.11%,Partially Achieved,,414
2010,HT0,DHCF,"Health Care Finance, Department of",Average time to process Medicaid provider application (number of days),Raw Number,Output,Down is Better,Annual,60,,,,22,22, > 100%,Fully Achieved,HEALTHCARE OPERATIONS,415
2010,HT0,DHCF,"Health Care Finance, Department of",HEDIS Measure for prenatal care,Raw Number,Output,Up is Better,Annual,78,,,,,0,No Data,Not Rated Insufficient Data,QUALITY AND PROGRAM INTEGRITY,416
2010,HT0,DHCF,"Health Care Finance, Department of",HEDIS measure for childhood immunization,Raw Number,Output,Up is Better,Annual,83,,,,,0,No Data,Not Rated Insufficient Data,QUALITY AND PROGRAM INTEGRITY,417
2010,HT0,DHCF,"Health Care Finance, Department of",Healthy DC Enrollment,Raw Number,Output,Up is Better,Annual,5000,,,,0,0,0.00%,Not Achieved,HEALTH CARE FINANCE,418
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Beneficiaries in ICF/MRs,Raw Number,Output,Down is Better,Annual,370,,,,402,402,92.04%,Partially Achieved,DISABILITIES AND AGING,419
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Beneficiaries in Out-of-State Nursing Homes,Raw Number,Output,Down is Better,Annual,170,,,,190,190,89.47%,Partially Achieved,DISABILITIES AND AGING,420
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Chartered Schools Billing Medicaid,Raw Number,Output,Up is Better,Annual,32,,,,29,29,90.63%,Partially Achieved,PUBLIC PROVIDER LIAISON,421
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Consumers Served by the Ombudsman,Raw Number,Output,Up is Better,Annual,4200,,,,3742,3742,89.10%,Partially Achieved,CHILDREN & FAMILY,422
2010,HT0,DHCF,"Health Care Finance, Department of",Number of District residents covered by Alliance (monthly average through August),Raw Number,Outcome,Neutral,Annual,0,,,,50140,50140,Not Rated W,Workload Measure,HEALTH CARE FINANCE,423
2010,HT0,DHCF,"Health Care Finance, Department of",Number of District residents covered by Medicaid and Medicare (monthly average through August),Raw Number,Output,Neutral,Annual,0,,,,172170,172170,Not Rated W,Workload Measure,HEALTH CARE FINANCE,424
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Individuals Moved from Institutions to Community,Raw Number,Outcome,Up is Better,Annual,75,,,,60,60,80%,Partially Achieved,DISABILITIES AND AGING,425
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Participants in Developmental Disabilities Waiver,Raw Number,Outcome,Down is Better,Annual,1300,,,,1345,1345,96.65%,Partially Achieved,DISABILITIES AND AGING,426
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Participants in Elderly and Physically Disabled Waiver,Raw Number,Outcome,Neutral,Annual,2175,,,,2201,2201,Not Rated B,Baseline Measure,DISABILITIES AND AGING,427
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Physicians Active in Medicaid Program,Raw Number,Outcome,Up is Better,Annual,4600,,,,4992,4992, > 100%,Baseline Measure,POLICY UNIT,428
2010,HT0,DHCF,"Health Care Finance, Department of",Number of Referrals to Medicaid Fraud Control unit (MFCU),Raw Number,Outcome,Up is Better,Annual,25,,,,25,25,100%,Fully Achieved,QUALITY AND PROGRAM INTEGRITY,429
2010,HT0,DHCF,"Health Care Finance, Department of",Percent of Medicaid Beneficiaries Satisfied with their Health Plan,Raw Number,Quality,Up is Better,Annual,75,,,,67,67,89.33%,Partially Achieved,,430
2010,HT0,DHCF,"Health Care Finance, Department of",Percent of Providers Paid Electronically,Raw Number,Output,Up is Better,Annual,50,,,,31,31,62.00%,Not Achieved,HEALTHCARE OPERATIONS,431
2010,HT0,DHCF,"Health Care Finance, Department of",Percent of eligible children receiving preventive dental services,Raw Number,Outcome,Up is Better,Annual,35,,,,47,47, > 100%,Fully Achieved,CHILDREN & FAMILY,432
2010,HT0,DHCF,"Health Care Finance, Department of",Percentage of District Residents Uninsured,Raw Number,Outcome,Down is Better,Annual,9,,,,6.2,6.2, > 100%,Fully Achieved,,433
2010,HT0,DHCF,"Health Care Finance, Department of",Quality Improvement Initiative 1: Adverse Perinatal Outcomes,Raw Number,Quality,Down is Better,Annual,226,,,,231,231,98%,Partially Achieved,HEALTHCARE ADMIN SUPPORT,434
2010,HT0,DHCF,"Health Care Finance, Department of",Quality Improvement Initiative 2: Adverse Chronic Disease Outcomes,Raw Number,Quality,Down is Better,Annual,480,,,,490,490,97.96%,Partially Achieved,HEALTHCARE ADMIN SUPPORT,435
2010,HT0,DHCF,"Health Care Finance, Department of","Total Recovered from Provider Audits (Local and Federal Funds, Millions of Dollars)",Dollar Amount,Outcome,Up is Better,Annual,7.5,,,,5.6,5.6,74.67%,Partially Achieved,,436
2010,HT0,DHCF,"Health Care Finance, Department of",Total Recovered from Third Party Liability (Millions of Dollars),Dollar Amount,Outcome,Up is Better,Annual,8.5,,,,5.8,5.8,68%,Partially Achieved,,437
2010,HT0,DHCF,"Health Care Finance, Department of","Transportation Broker Complaints (including missed/late trips) per 1,000 trips",Raw Number,Output,Down is Better,Annual,2.5,,,,1.57,1.57, > 100%,Fully Achieved,HEALTHCARE OPERATIONS,438
2010,JA0,DHS,"Human Services, Department of",# formerly homeless families housed through the Permanent Supportive Housing Program.,Raw Number,Outcome,Up is Better,Quarterly,80,78,61,25,31,195, > 100%,Fully Achieved,,439
2010,JA0,DHS,"Human Services, Department of",# formerly homeless individuals housed through the Permanent Supportive Housing Program ,Raw Number,Outcome,Up is Better,Quarterly,620,548,62,93,91,794, > 100%,Fully Achieved,,440
2010,JA0,DHS,"Human Services, Department of",# homeless seniors who receive housing and supportive services through the special populations initiative,Raw Number,Outcome,Up is Better,Quarterly,25,25,0,0,0,25,100%,Fully Achieved,,441
2010,JA0,DHS,"Human Services, Department of",# homeless veterans who receive housing and supportive services through the Permanent Supportive Housing for Veterans Program.,Raw Number,Outcome,Up is Better,Quarterly,105,34,35,36,0,105,100%,Fully Achieved,,442
2010,JA0,DHS,"Human Services, Department of",# of clients served by case coordinators,Raw Number,Outcome,Up is Better,Quarterly,60,,,,,0,No Data,Not Rated Insufficient Data,INCOME MAINTENANCE,443
2010,JA0,DHS,"Human Services, Department of",# of families provided housing resources through the HPRP.,Raw Number,Outcome,Up is Better,Quarterly,50,0,28,178,135,341, > 100%,Fully Achieved,,444
2010,JA0,DHS,"Human Services, Department of",# of families provided with crisis intervention and stabilization services through the Strong Families Program.,Raw Number,Outcome,Up is Better,Quarterly,600,129,191,471,418,1209, > 100%,Fully Achieved,,445
2010,JA0,DHS,"Human Services, Department of",# of individuals provided housing resources through the HPRP.,Raw Number,Outcome,Up is Better,Quarterly,50,3,61,374,435,873, > 100%,Fully Achieved,,446
2010,JA0,DHS,"Human Services, Department of",# of individuals who are chronically homeless in the District according to the PIT count ,Raw Number,Outcome,Down is Better,Annual,1923,,2097,,,2097,91.70%,Partially Achieved,FAMILY SERVICES,447
2010,JA0,DHS,"Human Services, Department of",# of individuals/families provided homeless prevention resources through the HPRP.,Raw Number,Outcome,Up is Better,Quarterly,275,3,643,895,281,1822, > 100%,Fully Achieved,HOMELESS SERVICES PROGRAM,448
2010,JA0,DHS,"Human Services, Department of",# of literally homeless persons in families according to annual Point in Time (PIT) count ,Raw Number,Outcome,Down is Better,Annual,2294,,2523,,,2523,90.92%,Partially Achieved,FAMILY SERVICES,449
2010,JA0,DHS,"Human Services, Department of",# of literally homeless single persons according to annual point in time (PIT) count,Raw Number,Outcome,Down is Better,Annual,3934,,4016,,,4016,97.96%,Partially Achieved,FAMILY SERVICES,450
2010,JA0,DHS,"Human Services, Department of",# of new or recertifying applicants who completed their preliminary assessment and orientation,Raw Number,Outcome,Up is Better,Quarterly,70,,,,,0,No Data,Not Rated Insufficient Data,INCOME MAINTENANCE,451
2010,JA0,DHS,"Human Services, Department of",# of non-custodial reconnected with their children through the Fatherhood Initiative,Raw Number,Outcome,Up is Better,Quarterly,601,13,213,156,383,765, > 100%,Fully Achieved,FAMILY SERVICES,452
2010,JA0,DHS,"Human Services, Department of",# of unsheltered individuals according to annual point in time (PIT) count,Raw Number,Outcome,Down is Better,Annual,321,,430,,,430,74.65%,Not Achieved,,453
2010,JA0,DHS,"Human Services, Department of","% of cases where investigations, determinations of the validity of allegations, the provision of services to mitigate immediate risk and referrals to the continuing services unit are completed within specified timeframes for the Adult Protective Services ",Percentage,Outcome,Up is Better,Quarterly,90,89.67,83.26,77.83,85.54,84,93.33%,Partially Achieved,ADULT PROTECTIVE SERVICES,454
2010,JA0,DHS,"Human Services, Department of",% of cases where substantiated allegations and identified risk to clients has been mitigated before case closure within the Adult Protective Services Program,Percentage,Outcome,Up is Better,Quarterly,95,41.3,84.58,92.12,100,81.43,85.71%,Partially Achieved,ADULT PROTECTIVE SERVICES,455
2010,JA0,DHS,"Human Services, Department of",% of clients served through case coordination who experience a reduction in the risk level  ,Percentage,Outcome,Up is Better,Quarterly,75,,,,,0,No Data,Not Rated Insufficient Data,INCOME MAINTENANCE,456
2010,JA0,DHS,"Human Services, Department of",% of files digitized from the date of implementation,Percentage,Outcome,Up is Better,Quarterly,20,,,,,0,No Data,Not Rated Insufficient Data,INCOME MAINTENANCE,457
