Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2013,KA0,DDOT,"Transportation, District Department of",Capital Bikeshare total trips taken,Raw Number,Outcome,Up is Better,Quarterly,1210000,475939,325846,575702,525669,1903156, > 100%,Fully Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",363
2013,KA0,DDOT,"Transportation, District Department of",Capital Bikeshare trips/bike/day,Raw Number,Outcome,Up is Better,Quarterly,6,0,0,0,5,5,83.33%,Partially Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",364
2013,KA0,DDOT,"Transportation, District Department of",Farebox recovery (% of cost covered by fare revenues),Percentage,Output,Up is Better,Semi-annual,20,,16.45,,21.53,18.91,94.53%,Partially Achieved,PROGRESSIVE TRANSPORTATION SERVICES               ,365
2013,KA0,DDOT,"Transportation, District Department of",Fatality Rate per 100 million vehicle miles traveled (VMT),Raw Number,Output,Up is Better,Annual,0.65,,,,0.65,0.65,100%,Fully Achieved,TRANSPORTATION OPERATIONS,366
2013,KA0,DDOT,"Transportation, District Department of",Miles of pavement markings refreshed,Raw Number,Outcome,Up is Better,Quarterly,100,51,6,42,75,174, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,367
2013,KA0,DDOT,"Transportation, District Department of",Number of Capital Bikeshare stations in DC [One City Action 3.7.1],Raw Number,Outcome,Up is Better,Quarterly,192,44,45,44,45,178,92.71%,Partially Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",368
2013,KA0,DDOT,"Transportation, District Department of",Number of Citations per Traffic Control Officer (TCO),Raw Number,Outcome,Up is Better,Quarterly,3200,639,962,1054,1149,3804, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,369
2013,KA0,DDOT,"Transportation, District Department of",Number of bicycle fatalities,Raw Number,Outcome,Neutral,Quarterly,0,1,1,0,0,2,Not Rated W,Workload Measure,TRANSPORTATION OPERATIONS,370
2013,KA0,DDOT,"Transportation, District Department of",Number of bike lanes [One City Action 3.7.2 & Indicator 3C],Raw Number,Outcome,Neutral,Quarterly,0,0,0,0,61.18,61.18,Not Rated W,Workload Measure,"PLANNING, POLICY AND SUSTAINABILITY               ",371
2013,KA0,DDOT,"Transportation, District Department of",Number of commercial trucking/bus companies with DDOT loading permits,Raw Number,Outcome,Up is Better,Quarterly,40,0,0,0,0,0,0.00%,Not Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",372
2013,KA0,DDOT,"Transportation, District Department of",Number of crashes,Raw Number,Output,Neutral,Quarterly,0,4483,4376,4868,4294,18021,Not Rated W,Workload Measure,TRANSPORTATION OPERATIONS,373
2013,KA0,DDOT,"Transportation, District Department of",Number of fatalities,Raw Number,Outcome,Neutral,Quarterly,0,3,9,9,6,27,Not Rated W,Workload Measure,TRANSPORTATION OPERATIONS,374
2013,KA0,DDOT,"Transportation, District Department of",Number of incidents responded by Traffic Management Center (TMC) & Roadway Operation Patrol (ROP),Raw Number,Demand,Neutral,Quarterly,0,2414,2280,2959,3188,10841,Not Rated W,Workload Measure,TRANSPORTATION OPERATIONS,375
2013,KA0,DDOT,"Transportation, District Department of",Number of miles of bike lanes [One City Action 3.7.2],Raw Number,Outcome,Up is Better,Quarterly,5,2,0,1,2.18,5.18, > 100%,Fully Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",376
2013,KA0,DDOT,"Transportation, District Department of",Number of motorcycle fatalities,Raw Number,Outcome,Neutral,Quarterly,0,0,0,2,1,3,Not Rated W,Workload Measure,TRANSPORTATION OPERATIONS,377
2013,KA0,DDOT,"Transportation, District Department of",Number of public space permits issued ,Raw Number,Output,Neutral,Quarterly,0,7711,6390,10381,8800,33282,Not Rated W,Workload Measure,"PLANNING, POLICY AND SUSTAINABILITY               ",378
2013,KA0,DDOT,"Transportation, District Department of",Number of signs installed/replaced (includes permanent and emergency no parking signs),Raw Number,Outcome,Up is Better,Quarterly,33000,9694,5933,8659,8048,32334,98%,Partially Achieved,TRANSPORTATION OPERATIONS,379
2013,KA0,DDOT,"Transportation, District Department of",Number of square feet of impervious surface removed from street tree plantings,Raw Number,Output,Up is Better,Quarterly,25000,27069,0,0,43000,70069, > 100%,Fully Achieved,URBAN FORESTRY ADMINISTRATION                     ,380
2013,KA0,DDOT,"Transportation, District Department of",Number of street tree spaces or boxes under UFA jurisdiction,Raw Number,Demand,Neutral,Quarterly,0,37710,37710,37710,37711,150841,Not Rated W,Workload Measure,URBAN FORESTRY ADMINISTRATION                     ,381
2013,KA0,DDOT,"Transportation, District Department of",Number of street/alley lights converted to Light-Emitting-Diode (LED) [One City Action 1.4.5] ,Raw Number,Output,Up is Better,Quarterly,4000,20,25,175,72,292,7.30%,Not Achieved,AGENCY MANAGEMENT,382
2013,KA0,DDOT,"Transportation, District Department of",Number of structurally deficient bridges,Raw Number,Outcome,Down is Better,Annual,16,,,,17,17,94.12%,Partially Achieved,INFRASTRUCTURE PROJECT MANAGEMENT ADMIN           ,383
2013,KA0,DDOT,"Transportation, District Department of",Number of students in School Transit Subsidy Program,Raw Number,Demand,Neutral,Quarterly,0,4935,3782,3800,25982,38499,Not Rated W,Workload Measure,PROGRESSIVE TRANSPORTATION SERVICES               ,384
2013,KA0,DDOT,"Transportation, District Department of",Number of students in SmarTrip Card Pilot program,Raw Number,Outcome,Up is Better,Quarterly,8415,3122,5798,3556,3893,16369, > 100%,Fully Achieved,PROGRESSIVE TRANSPORTATION SERVICES               ,385
2013,KA0,DDOT,"Transportation, District Department of",Number of trees planted in the MS4 area,Raw Number,Output,Up is Better,Quarterly,4500,879,878,879,878,3514,78%,Partially Achieved,URBAN FORESTRY ADMINISTRATION                     ,386
2013,KA0,DDOT,"Transportation, District Department of",Online public space permits issued,Raw Number,Output,Up is Better,Quarterly,10500,2228,2381,3656,4343,12608, > 100%,Fully Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",387
2013,KA0,DDOT,"Transportation, District Department of",Percent of Zoning Commission and Large Tract Review cases with completed Comprehensive Transportation Review,Percentage,Outcome,Up is Better,Quarterly,100,100,100,100,100,100,100.00%,Fully Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",388
2013,KA0,DDOT,"Transportation, District Department of",Percent of blocks in paving plan completed,Percentage,Outcome,Up is Better,Quarterly,100,86.67,0,183.33,90,90,90.00%,Partially Achieved,INFRASTRUCTURE PROJECT MANAGEMENT ADMIN           ,389
2013,KA0,DDOT,"Transportation, District Department of",Percent of current year projects completed within 10% of budget (except for those with scope change),Percentage,Output,Up is Better,Quarterly,90,100,100,100,100,100, > 100%,Fully Achieved,INFRASTRUCTURE PROJECT MANAGEMENT ADMIN           ,390
2013,KA0,DDOT,"Transportation, District Department of",Percent of current year projects completed within 60 days of planned end date (except for those with scope change),Percentage,Output,Up is Better,Quarterly,90,100,100,100,100,100, > 100%,Fully Achieved,INFRASTRUCTURE PROJECT MANAGEMENT ADMIN           ,391
2013,KA0,DDOT,"Transportation, District Department of",Percent of newly planted trees cared for under the Stewardship program (per annum),Percentage,Output,Up is Better,Quarterly,30,23.1,23.1,23.1,23.1,23.1,77%,Partially Achieved,URBAN FORESTRY ADMINISTRATION                     ,392
2013,KA0,DDOT,"Transportation, District Department of",Percent of potholes filled within 48 hours,Percentage,Outcome,Up is Better,Quarterly,96,99.83,99.1,98.24,98.06,98.77, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,393
2013,KA0,DDOT,"Transportation, District Department of",Percent of public space permits processed on time (occupancy  10 days and construction 30 days),Percentage,Output,Up is Better,Quarterly,93,91.51,93.3,94.23,93.89,92.93,99.92%,Partially Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",394
2013,KA0,DDOT,"Transportation, District Department of",Percent of sidewalks in plan repaired/replaced to �Good� or �Excellent� condition,Percentage,Outcome,Up is Better,Annual,95,,,,138.69,138.69, > 100%,Fully Achieved,INFRASTRUCTURE PROJECT MANAGEMENT ADMIN           ,395
2013,KA0,DDOT,"Transportation, District Department of",Percent of streetlights fixed within schedule of service (based on type of repair),Percentage,Outcome,Up is Better,Quarterly,90,68.57,98.96,98.84,98.14,92.09, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,396
2013,KA0,DDOT,"Transportation, District Department of",Percent of streets in Fair to Excellent condition,Percentage,Outcome,Up is Better,Annual,76,,,,70.54,70.54,92.82%,Partially Achieved,INFRASTRUCTURE PROJECT MANAGEMENT ADMIN           ,397
2013,KA0,DDOT,"Transportation, District Department of",Percentage of street tree population inspected ,Percentage,Output,Up is Better,Quarterly,27,29.89,29.89,29.97,29.89,29.9, > 100%,Fully Achieved,URBAN FORESTRY ADMINISTRATION                     ,398
2013,KA0,DDOT,"Transportation, District Department of",Percentage of street trees in a healthy condition,Percentage,Output,Up is Better,Quarterly,88.5,93.9,85.17,84.74,85.2,87.24,98.58%,Partially Achieved,URBAN FORESTRY ADMINISTRATION                     ,399
2013,KA0,DDOT,"Transportation, District Department of",Percentage of zoning case transportation impact reports submitted a minimum of 10 days before hearing,Percentage,Output,Up is Better,Quarterly,100,68.97,81.25,95,80,80,80.00%,Partially Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",400
2013,KA0,DDOT,"Transportation, District Department of",Proportion of work orders generated proactively by DDOT initiative ,Percentage,Outcome,Up is Better,Quarterly,65,46.04,65.19,24.27,42.57,53.83,82.81%,Partially Achieved,TRANSPORTATION OPERATIONS,401
2013,KA0,DDOT,"Transportation, District Department of",Subsidy per Circulator rider,Dollar Amount,Output,Down is Better,Quarterly,2.5,0.61,0.61,0.61,0.61,2.44, > 100%,Fully Achieved,PROGRESSIVE TRANSPORTATION SERVICES               ,402
2013,KA0,DDOT,"Transportation, District Department of",Total Circulator riders,Raw Number,Outcome,Up is Better,Quarterly,5200000,1312682,1336864,1522396,999044,5170986,99.44%,Partially Achieved,PROGRESSIVE TRANSPORTATION SERVICES               ,403
2013,KA0,DDOT,"Transportation, District Department of",Total number of service requests ,Raw Number,Demand,Neutral,Quarterly,0,42578,36517,41366,38176,158637,Not Rated W,Workload Measure,TRANSPORTATION OPERATIONS,404
2013,KA0,DDOT,"Transportation, District Department of",Total violations written by Traffic Control Officers (TCO�s) annually,Raw Number,Output,Neutral,Quarterly,0,54324,81896,89784,97635,323639,Not Rated W,Workload Measure,TRANSPORTATION OPERATIONS,405
2013,KA0,DDOT,"Transportation, District Department of",Vehicle Miles Traveled per capita,Raw Number,Input,Down is Better,Annual,5750,,,,5646,5646, > 100%,Fully Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",406
2013,KA0,DDOT,"Transportation, District Department of",Weekly field inspections and field services performed.,Raw Number,Output,Up is Better,Quarterly,1400,908,1672,1470,1439,5489, > 100%,Fully Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",407
2013,JM0,DDS,"Disability Services, Department of",Accuracy of Eligibility Decisions,Percentage,Outcome,Up is Better,Quarterly,91.2,94.49,94.08,92.16,95,93.88, > 100%,Fully Achieved,,408
2013,JM0,DDS,"Disability Services, Department of",Average SSA Case Processing Time (In Days),Ratio,Output,Down is Better,Quarterly,115,70.3,77.1,79.9,81.6,76.96, > 100%,Fully Achieved,,409
2013,JM0,DDS,"Disability Services, Department of",DDA Clients Served,Raw Number,Output,Neutral,Annual,0,,,,2156,2156,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,410
2013,JM0,DDS,"Disability Services, Department of",DDA New applicatiojns for services,Raw Number,Outcome,Neutral,Annual,0,,,,211,211,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,411
2013,JM0,DDS,"Disability Services, Department of",DDA Prior Authorizations Processed,Raw Number,Outcome,Neutral,Annual,0,,,,7982,7982,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,412
2013,JM0,DDS,"Disability Services, Department of",DDA Provider Certification Reviews Conducted.,Raw Number,Output,Neutral,Annual,0,,,,89,89,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,413
2013,JM0,DDS,"Disability Services, Department of",DDA Serious Reportable incidents requiring investigations,Raw Number,Outcome,Neutral,Annual,0,,,,1079,1079,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,414
2013,JM0,DDS,"Disability Services, Department of",DDD Determinations,Raw Number,Output,Neutral,Annual,0,,,,14168,14168,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,415
2013,JM0,DDS,"Disability Services, Department of",Improve overall customer service.,Percentage,Outcome,Up is Better,Annual,85,,,,84,84,99%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,416
2013,JM0,DDS,"Disability Services, Department of",Improve overall perception of customer.,Percentage,Outcome,Up is Better,Annual,90,,,,90.26,90.26, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,417
2013,JM0,DDS,"Disability Services, Department of",Number of Agencies enrolled  to participate in the ticket to work program.,Raw Number,Output,Up is Better,Annual,10,,,,3,3,30.00%,Not Achieved,AGENCY MANAGEMENT PROGRAM,418
2013,JM0,DDS,"Disability Services, Department of",Number of Certified Rehabilitation Counselors,Raw Number,Output,Up is Better,Annual,22,,,,23,23, > 100%,Fully Achieved,,419
2013,JM0,DDS,"Disability Services, Department of",Number of clients employed for 90 calendar days or more,Raw Number,Outcome,Up is Better,Quarterly,600,85,138,136,262,621, > 100%,Fully Achieved,,420
2013,JM0,DDS,"Disability Services, Department of",Number of individuals in competitive or supported employment ,Raw Number,Output,Up is Better,Quarterly,260,233,235,235,235,938, > 100%,Fully Achieved,,421
2013,JM0,DDS,"Disability Services, Department of",Number of transition students who exit the system with a successful employment outcome,Raw Number,Outcome,Up is Better,Quarterly,50,8,15,13,35,71, > 100%,Fully Achieved,,422
2013,JM0,DDS,"Disability Services, Department of",Number of transition students with an IPE,Raw Number,Output,Up is Better,Quarterly,350,71,160,160,120,511, > 100%,Fully Achieved,,423
2013,JM0,DDS,"Disability Services, Department of",Percent of all providers that complete the Provider Certification Review process annually,Percentage,Output,Up is Better,Quarterly,75,100,87.5,100,100,97.8, > 100%,Fully Achieved,,424
2013,JM0,DDS,"Disability Services, Department of",Percent of cases exceeding 90 calendar day Federal timeframe from eligibility to plan development,Percentage,Output,Down is Better,Quarterly,90,91.76,90.03,94.41,91.56,92.07,98%,Partially Achieved,,425
2013,JM0,DDS,"Disability Services, Department of",Percent of cases where eligibility is determined within 60 calendar days,Percentage,Output,Up is Better,Quarterly,90,91.84,90.59,82.06,72.04,82.75,91.95%,Partially Achieved,,426
2013,JM0,DDS,"Disability Services, Department of",Percent of individuals receiving services in congregate settings (ICF/MR) ,Percentage,Output,Down is Better,Quarterly,17,16.87,16.68,16.37,16.23,16.54, > 100%,Fully Achieved,,427
2013,JM0,DDS,"Disability Services, Department of",Percent of individuals with a Level of Need (LON) assessment completed on schedule.,Percentage,Output,Up is Better,Quarterly,90,78.6,87.53,97.68,97.52,90.54, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,428
2013,JM0,DDS,"Disability Services, Department of",Percent of job placements with Human Care providers achieving employment,Percentage,Output,Up is Better,Annual,55,,,,63.25,63.25, > 100%,Fully Achieved,,429
2013,JM0,DDS,"Disability Services, Department of","Percentage of DDA Service Coordinators, staff and supervisors who completed required competency-based training",Percentage,Output,Up is Better,Quarterly,93,92.81,92.12,92.77,87.57,91.3,98.18%,Partially Achieved,,430
2013,JM0,DDS,"Disability Services, Department of",Percentage of ISPs that are completed on-time (annually),Percentage,Output,Up is Better,Quarterly,93.33,92.17,94.13,98.08,96.71,95.31, > 100%,Fully Achieved,,431
2013,JM0,DDS,"Disability Services, Department of",Percentage of Investigations completed within required timelines,Percentage,Output,Up is Better,Quarterly,95,85.55,88.38,91.37,91.24,89.28,93.97%,Partially Achieved,,432
2013,JM0,DDS,"Disability Services, Department of",Percentage of intake applications received that have been responded to within required timelines,Percentage,Output,Up is Better,Quarterly,81.25,81.25,66.67,96.15,92.59,84.95, > 100%,Fully Achieved,,433
2013,JM0,DDS,"Disability Services, Department of",Percentage of issues that are resolved on-time,Percentage,Output,Up is Better,Quarterly,75,46.38,47.23,41.23,52.31,46.5,62%,Not Achieved,,434
2013,JM0,DDS,"Disability Services, Department of",Percentage of prior authorization requests issued within policy,Percentage,Output,Up is Better,Quarterly,68,67.79,68.11,77.46,94.58,77.01, > 100%,Fully Achieved,,435
2013,JM0,DDS,"Disability Services, Department of",Percentage of recommendations from SRI investigations that are implemented within required timelines ,Percentage,Output,Up is Better,Quarterly,95,91.01,82.35,91.07,81.87,86.14,90.67%,Partially Achieved,,436
2013,JM0,DDS,"Disability Services, Department of",RSA Clients Served,Raw Number,Output,Neutral,Annual,0,,,,6929,6929,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,437
2013,JM0,DDS,"Disability Services, Department of",RSA Referrals,Raw Number,Output,Neutral,Annual,0,,,,2918,2918,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,438
2013,JM0,DDS,"Disability Services, Department of",RSA Transition Referrals,Raw Number,Output,Neutral,Annual,0,,,,962,962,Not Rated W,Workload Measure,REHABILITATION SERVICES,439
2013,AM0,DGS,Department of General Services,Average number of days to complete new work orders,Ratio,Outcome,Down is Better,Quarterly,30,62,,13,15.73,30.24,99.20%,Partially Achieved,FACILITY OPERATIONS,440
2013,AM0,DGS,Department of General Services,Average processing time for a RFP  more than $1 million,Ratio,Outcome,Down is Better,Quarterly,120,66,54.77,59.69,85,60.64, > 100%,Fully Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,441
2013,AM0,DGS,Department of General Services,Average processing time for a RFP under $1 million,Ratio,Output,Down is Better,Quarterly,90,48,91.5,54.89,67.5,63.64, > 100%,Fully Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,442
2013,AM0,DGS,Department of General Services,"Average processing time for small purchase under $10,000",Ratio,Outcome,Down is Better,Quarterly,5,5.9,4.6,6.17,5.5,5.5,90.91%,Partially Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,443
2013,AM0,DGS,Department of General Services,"Average processing time for small purchases between $10,001 and $100,000",Ratio,Output,Down is Better,Quarterly,10,8.89,6.76,8.56,11.84,8.75, > 100%,Fully Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,444
2013,AM0,DGS,Department of General Services,District actual rent as a percent of market ,Percentage,Efficiency,Down is Better,Annual,92,,,,79.65,79.65, > 100%,Fully Achieved,RENT: IN-LEASE,445
2013,AM0,DGS,Department of General Services,Dollar amount of contracts processed ,Dollar Amount,Outcome,Neutral,Quarterly,0,96364220,79040725,29288482,10062056,214755483,Not Rated W,Workload Measure,CONTRACTING AND PROCUREMENT SERVICES              ,446
2013,AM0,DGS,Department of General Services,Dollars of CBE contracts (Capital) ) [One City Action Plan Action.1.1.6,Dollar Amount,Outcome,Neutral,Quarterly,0,68638732,68381811,21270569,7901929,166193041,Not Rated W,Workload Measure,CONTRACTING AND PROCUREMENT SERVICES              ,447
2013,AM0,DGS,Department of General Services,Dollars of CBE contracts (operating) ) [One City Action Plan Action.1.1.6,Dollar Amount,Output,Up is Better,Quarterly,51000000,20808677,1198206,650726,799944,23457553,46%,Not Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,448
2013,AM0,DGS,Department of General Services,Dollars spent on Fleet Share vehicles,Dollar Amount,Output,Down is Better,Annual,84960,,,,56897,56897, > 100%,Fully Achieved,AGENCY MGMT PROGRAM,449
2013,AM0,DGS,Department of General Services,Emergency maintenance requests responded to within 2 hours ,Raw Number,Outcome,Up is Better,Quarterly,350,104,,89,324,517, > 100%,Fully Achieved,FACILITY OPERATIONS,450
2013,AM0,DGS,Department of General Services,Number of  �Temporary Urbanism� licenses given out through streamlined process on DGS website [One City Action Plan Action 1.3.2],Raw Number,Outcome,Neutral,Annual,0,,,,0,0,Not Rated W,Workload Measure,RENT: IN-LEASE,451
2013,AM0,DGS,Department of General Services,Number of building assessments conducted ,Raw Number,Outcome,Up is Better,Quarterly,34,75.77,11,3,9,98.77, > 100%,Fully Achieved,PROTECTIVE SERVICES,452
2013,AM0,DGS,Department of General Services,Number of contracts processed,Raw Number,Outcome,Neutral,Quarterly,0,152,83,79,51,365,Not Rated W,Workload Measure,CONTRACTING AND PROCUREMENT SERVICES              ,453
2013,AM0,DGS,Department of General Services,Number of penetration tests,Raw Number,Outcome,Up is Better,Quarterly,84,34,30,27,0,91, > 100%,Fully Achieved,PROTECTIVE SERVICES,454
2013,AM0,DGS,Department of General Services,Number of public schools with modernization/new construction projects started [One City Action Plan Action 2.2.1],Raw Number,Outcome,Up is Better,Quarterly,21,21,0,0,0,21,100.00%,Fully Achieved,CONSTRUCTION SERVICES                             ,455
2013,AM0,DGS,Department of General Services,Number of underutilized/vacant properties repurposed for use by arts groups [5-Year Economic Development Strategy 3.10],Raw Number,Outcome,Up is Better,Annual,0,,,,0,0,No Data,Not Rated Insufficient Data,RENT: IN-LEASE,456
2013,AM0,DGS,Department of General Services,Number of work orders completed within 5 days,Raw Number,Outcome,Up is Better,Quarterly,2000,652,0,1509,1096,3257, > 100%,Fully Achieved,FACILITY OPERATIONS,457
2013,AM0,DGS,Department of General Services,"Percent of Boilers operational  and certified by DCRA by September 30, 2013",Percentage,Output,Up is Better,Annual,100,,,,95,95,95.00%,Partially Achieved,FACILITY OPERATIONS,458
2013,AM0,DGS,Department of General Services,Percent of CBE awards (operating) ) [One City Action Plan Action.1.1.6],Percentage,Output,Up is Better,Quarterly,50,91.45,33.08,81.54,39.3,84.05, > 100%,Fully Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,459
2013,AM0,DGS,Department of General Services,Percent of DGS portfolio for which  real-time and interval energy data is available,Percentage,Outcome,Up is Better,Quarterly,80,73.76,73.76,82.28,82.28,78.02,97.53%,Partially Achieved,ENERGY- CENTRALLY MANAGED                         ,460
2013,AM0,DGS,Department of General Services,Percent of District residents hours worked on construction projects,Percentage,Outcome,Up is Better,Quarterly,35,43.53,39.62,41.5,41.02,41.33, > 100%,Fully Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,461
2013,AM0,DGS,Department of General Services,Percent of District residents hours worked on non � construction projects,Percentage,Outcome,Up is Better,Quarterly,35,46.59,46.12,48.23,48.62,47.46, > 100%,Fully Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,462
2013,AM0,DGS,Department of General Services,Percent of education projects on budget (One City Action Plan Action 2.2.1). ,Percentage,Outcome,Up is Better,Annual,90,95.24,,,,95.24, > 100%,Fully Achieved,CONSTRUCTION SERVICES                             ,463
2013,AM0,DGS,Department of General Services,Percent of education projects on schedule (One City Action Plan Action 2.2.1). ,Percentage,Outcome,Up is Better,Annual,100,100,,,,100,100.00%,Fully Achieved,CONSTRUCTION SERVICES                             ,464
2013,AM0,DGS,Department of General Services,Percent of eligible active projects that are tracking LEED Gold ,Percentage,Output,Up is Better,Quarterly,50,100,100,100,,100, > 100%,Fully Achieved,CONSTRUCTION SERVICES                             ,465
2013,AM0,DGS,Department of General Services,Percent of eligible active projects that are tracking LEED Platinum,Percentage,Output,Up is Better,Quarterly,10,4,4,8,,5.33,53.33%,Not Achieved,CONSTRUCTION SERVICES                             ,466
2013,AM0,DGS,Department of General Services,Percent of eligible active projects that are tracking LEED Silver,Percentage,Output,Up is Better,Quarterly,90,100,100,100,,100, > 100%,Fully Achieved,CONSTRUCTION SERVICES                             ,467
2013,AM0,DGS,Department of General Services,Percent of leased office space currently occupied,Percentage,Outcome,Neutral,Quarterly,0,98.06,97.95,97.96,97.97,97.99,Not Rated W,Workload Measure,ASSET MANAGEMENT,468
2013,AM0,DGS,Department of General Services,Percent of municipal projects on budget,Percentage,Output,Up is Better,Annual,90,97,,,,97, > 100%,Fully Achieved,CONSTRUCTION SERVICES                             ,469
2013,AM0,DGS,Department of General Services,Percent of municipal projects on schedule ,Percentage,Output,Up is Better,Quarterly,90,90,97,93.1,,93.35, > 100%,Fully Achieved,CONSTRUCTION SERVICES                             ,470
2013,AM0,DGS,Department of General Services,Percent of office space leased versus owned,Percentage,Outcome,Down is Better,Quarterly,45,49.65,48.38,48.5,48.62,48.8,92%,Partially Achieved,RENT: IN-LEASE,471
2013,AM0,DGS,Department of General Services,"Percent of outdoor swimming pools operational by May 24, 2013",Percentage,Outcome,Up is Better,Annual,100,,,,100,100,100.00%,Fully Achieved,FACILITY OPERATIONS,472
2013,AM0,DGS,Department of General Services,Percent of public schools modernized or newly constructed (baseline of 2010) [One City Action Plan Action 2.2.1],Percentage,Output,Up is Better,Annual,21,,100,,,100, > 100%,Fully Achieved,CONSTRUCTION SERVICES                             ,473
2013,AM0,DGS,Department of General Services,Percent of recreation projects on budget,Percentage,Outcome,Up is Better,Annual,90,100,,,,100, > 100%,Fully Achieved,CONSTRUCTION SERVICES                             ,474
2013,AM0,DGS,Department of General Services,Percent of rent due actually collected,Percentage,Outcome,Up is Better,Quarterly,96,96.27,88.06,117.02,85.78,96.19, > 100%,Fully Achieved,RENT: IN-LEASE,475
2013,AM0,DGS,Department of General Services,Percent of survey respondents rating facility service a 7or higher out of 10,Percentage,Quality,Up is Better,Quarterly,95,96.85,90.91,83.33,54.55,95.72, > 100%,Fully Achieved,FACILITY OPERATIONS,476
2013,AM0,DGS,Department of General Services,Percentage of dollars awarded to CBE firms. (Capital) ) [One City Action Plan Action.1.1.6],Percentage,Output,Up is Better,Quarterly,50,50.66,65.98,76.75,98.45,63.42, > 100%,Fully Achieved,CONTRACTING AND PROCUREMENT SERVICES              ,477
2013,AM0,DGS,Department of General Services,Percentage of unsuccessful penetration tests ,Percentage,Outcome,Up is Better,Quarterly,80,44.12,10,51.85,83.33,65.59,82%,Partially Achieved,PROTECTIVE SERVICES,478
2013,AM0,DGS,Department of General Services,Total SF of currently leased office space,Raw Number,Outcome,Neutral,Quarterly,0,2712681,2561414,2575514,2589159,10438768,Not Rated W,Workload Measure,ENERGY- CENTRALLY MANAGED                         ,479
2013,AM0,DGS,Department of General Services,Total annual recycling tonnage at core District owned facilities,Raw Number,Outcome,Neutral,Quarterly,0,74,83,98,76,331,Not Rated W,Workload Measure,ENERGY- CENTRALLY MANAGED                         ,480
2013,AM0,DGS,Department of General Services,Total dollar amount paid for leased space,Dollar Amount,Outcome,Up is Better,Annual,130390955,,,,131041996.5,131041996.5, > 100%,Fully Achieved,RENT: IN-LEASE,481
2013,AM0,DGS,Department of General Services,Total electricity usage,Raw Number,Outcome,Neutral,Annual,0,,,,114496633,114496633,Not Rated W,Workload Measure,AGENCY MGMT PROGRAM,482
2013,AM0,DGS,Department of General Services,Total number of completed repair work orders ,Raw Number,Outcome,Neutral,Quarterly,0,3914,5684,3767,3320,16685,Not Rated W,Workload Measure,AGENCY MGMT PROGRAM,483
2013,AM0,DGS,Department of General Services,Total recycling diversion rate at core District owned office buildings  ,Percentage,Outcome,Up is Better,Quarterly,54,83.6,79.14,98,75.79,84.07, > 100%,Fully Achieved,ENERGY- CENTRALLY MANAGED                         ,484
2013,AM0,DGS,Department of General Services,Total revenue generated from District owned assets,Dollar Amount,Outcome,Up is Better,Quarterly,12191198,3386145,3625289.21,3400888.26,3806205.32,14218527.79, > 100%,Fully Achieved,RENT: IN-LEASE,485
2013,AM0,DGS,Department of General Services,Total service calls received by PSPD,Raw Number,Outcome,Neutral,Quarterly,0,570,894,589,511,2564,Not Rated W,Workload Measure,PROTECTIVE SERVICES,486
2013,AM0,DGS,Department of General Services,Vacancy rate of leased space ,Percentage,Outcome,Down is Better,Quarterly,2,1.56,1.63,1.6,1.54,1.58, > 100%,Fully Achieved,RENT: IN-LEASE,487
