Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2009,GA0,DCPS,"Public Schools, District of Columbia",% of secondary students proficient in math,Percentage,Outcome,Up is Better,Annual,39,,,,40,40, > 100%,Fully Achieved,TITLE 2 GRANTS,121
2009,GA0,DCPS,"Public Schools, District of Columbia",% of secondary students proficient in reading,Percentage,Outcome,Up is Better,Annual,42,,,,41,41,97.62%,Partially Achieved,TITLE 2 GRANTS,122
2009,GA0,DCPS,"Public Schools, District of Columbia",% parents satisfied with opportunities for engagement,Percentage,Quality,Up is Better,Annual,85,,,,81,81,95.29%,Partially Achieved,NON-INSTRUCTIONAL SUPPORT SERVICES,123
2009,GA0,DCPS,"Public Schools, District of Columbia",% parents satisfied with safety in schools,Percentage,Outcome,Up is Better,Annual,76,,,,85,85, > 100%,Fully Achieved,TITLE 2 GRANTS,124
2009,GA0,DCPS,"Public Schools, District of Columbia",% students completed free and reduced meal applications,Percentage,Output,Up is Better,Quarterly,90,40,69,90.300000,,66.430000,73.81%,Not Achieved,NON-INSTRUCTIONAL SUPPORT SERVICES,125
2009,GA0,DCPS,"Public Schools, District of Columbia",% students missing 15+ school days unexcused,Percentage,Outcome,Down is Better,Quarterly,17,,,,20,20,85.00%,Partially Achieved,TITLE 2 GRANTS,126
2009,GA0,DCPS,"Public Schools, District of Columbia",Average days to complete small purchases,Raw Number,Quality,Down is Better,Quarterly,5,,,,4.990000,4.990000, > 100%,Fully Achieved,NON-INSTRUCTIONAL SUPPORT SERVICES,127
2009,GA0,DCPS,"Public Schools, District of Columbia",Food service participation rate,Percentage,Demand,Up is Better,Quarterly,55,,,,66.300000,66.300000, > 100%,Fully Achieved,NON-INSTRUCTIONAL SUPPORT SERVICES,128
2009,GA0,DCPS,"Public Schools, District of Columbia",Increase in the graduation rate,Percentage,Outcome,Up is Better,Annual,73,,,,,N/A,No Data,Not Rated Insufficient Data,TITLE 2 GRANTS,129
2009,GA0,DCPS,"Public Schools, District of Columbia",Number of active STARS users,Raw Number,Quality,Up is Better,Quarterly,3100,,,,3281,3281, > 100%,Fully Achieved,INSTITUTIONAL SUPPORT SERVICES,130
2009,GA0,DCPS,"Public Schools, District of Columbia",Number of parents using Parent Resource Center resources,Raw Number,Demand,Up is Better,Quarterly,0,,,,,N/A,No Data,Not Rated Insufficient Data,NON-INSTRUCTIONAL SUPPORT SERVICES,131
2009,GA0,DCPS,"Public Schools, District of Columbia",Ratio of applicants to principal hires,Ratio,Output,Up is Better,Annual,14,,,,12.270000,12.270000,87.66%,Partially Achieved,TITLE 2 GRANTS,132
2009,GA0,DCPS,"Public Schools, District of Columbia",Ratio of serious security incidents per 100 students,Ratio,Outcome,Down is Better,Quarterly,3.7,0.750000,1.630000,2.430000,2.770000,1.890000, > 100%,Fully Achieved,TITLE 2 GRANTS,133
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of", % of basic business licenses processed online,Percentage,Output,Up is Better,Quarterly,40,0,0.370000,1.270000,3.370000,1.540000,3.85%,Not Achieved,LICENSING,134
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of cases referred to OAG for criminal prosecution,Raw Number,Outcome,Up is Better,Semi-annual,25,,0,,42,42, > 100%,Fully Achieved,ENFORCEMENT,135
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of complaint-related inspections conducted,Raw Number,Demand,Down is Better,Quarterly,38000,2954,4180,4698,4389,16221, > 100%,Fully Achieved,INSPECTION,136
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of permits issued at virtual Permit Center kiosks,Raw Number,Output,Up is Better,Quarterly,100,59,40,17,26,142, > 100%,Fully Achieved,PERMITTING,137
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of permits issued online,Raw Number,Output,Up is Better,Quarterly,2000,710,1208,860,820,3598, > 100%,Fully Achieved,PERMITTING,138
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of proactive building-wide inspections conducted in multi-family residential buildings,Raw Number,Output,Up is Better,Quarterly,250,0,0,111,153,264, > 100%,Fully Achieved,INSPECTION,139
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of vacant housing units brought into compliance and/or alternative corrective methods to remove blighted conditions,Raw Number,Outcome,Up is Better,Quarterly,85,66,59,78,272,475, > 100%,Fully Achieved,ENFORCEMENT,140
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of vacant properties cases forwarded to OAG for demolition by neglect,Raw Number,Output,Up is Better,Semi-annual,3,,0,,3,3,100%,Fully Achieved,ENFORCEMENT,141
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of vacant properties cases forwarded to the Home Again and Homestead Programs,Raw Number,Output,Up is Better,Semi-annual,20,,19,,1,20,100%,Fully Achieved,ENFORCEMENT,142
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of vacant properties registered in FIAs,Raw Number,Output,Up is Better,Quarterly,70,17,41,117,0,175, > 100%,Fully Achieved,INSPECTION,143
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of building plan reviews completed within identified timeframes ,Percentage,Outcome,Up is Better,Quarterly,95,80.700000,72.850000,69.280000,84.510000,78.030000,82.14%,Partially Achieved,PERMITTING,144
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of consumer protection complaints resolved within 90 days,Percentage,Efficiency,Up is Better,Quarterly,75,84.930000,82.670000,100,56.700000,77.160000, > 100%,Fully Achieved,LICENSING,145
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of customer calls agency-wide received by IVR ,Percentage,Demand,Up is Better,Quarterly,30,0,0,0,0,0,0%,Not Achieved,ADMINISTRATIVE SERVICES,146
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of customers satisfied with DCRA customer service,Percentage,Quality,Up is Better,Quarterly,80,88.460000,91.180000,88.180000,89.970000,89.470000, > 100%,Fully Achieved,ADMINISTRATIVE SERVICES,147
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of illegal construction inspections completed within 24 hours,Percentage,Efficiency,Up is Better,Quarterly,85,18.020000,52.020000,58.070000,68.410000,54.670000,64%,Not Achieved,ZONING AND CONSTRUCTION COMPLIANCE,148
2009,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% reduction in auto-related consumer complaints,Percentage,Outcome,Down is Better,Quarterly,10,12.500000,13.450000,12.590000,18.020000,14.130000,70.78%,Not Achieved,LICENSING,149
2009,DY0,DCRB,"Retirement Board, District of Columbia",Inmate on Inmate Assault Rate,Raw Number,Output,Down is Better,Quarterly,0.14,,,,,N/A,No Data,Not Rated Insufficient Data,DCRB AGENCY MANAGEMENT,150
2009,TC0,DCTC,"Taxicab Commission, District of Columbia",% of Public Vehicles for Hire Licenses processed within 1 business day of criminal background check,Percentage,Output,Up is Better,Quarterly,91,98,98,97,95,97, > 100%,Fully Achieved,LICENSING AND DISPUTE RESOLUTION,151
2009,TC0,DCTC,"Taxicab Commission, District of Columbia","% of Taxicabs and Limousines Inspected that have valid licenses, insurance & safety",Percentage,Quality,Up is Better,Quarterly,88,103.450000,105.260000,450,102.940000,137.930000, > 100%,Fully Achieved,PASSENGER AND DRIVER PROTECTION,152
2009,TC0,DCTC,"Taxicab Commission, District of Columbia",% of complaints which are acknowledged within 2 days of receipt of the complaint,Percentage,Efficiency,Up is Better,Quarterly,91,83.330000,82,94.810000,100,92.710000, > 100%,Fully Achieved,PASSENGER AND DRIVER PROTECTION,153
2009,TC0,DCTC,"Taxicab Commission, District of Columbia",% of lost itmes returned to customers,Percentage,Efficiency,Up is Better,Quarterly,90,85.290000,84.780000,98.860000,88.890000,91.090000, > 100%,Fully Achieved,AGENCY MANAGEMENT,154
2009,KG0,DDOE,"Environment, District Department of the",# of District government buildings benchmarked using the Energy Star Portfolio Manager,Raw Number,Outcome,Up is Better,Quarterly,10,,,,,N/A,No Data,Not Rated Insufficient Data,POLICY AND PLANNING,155
2009,KG0,DDOE,"Environment, District Department of the",# of applicable development projects conducting pre-plan meetings,Raw Number,Output,Up is Better,Quarterly,140,18,14,,47,79,56.43%,Not Achieved,NATURAL RESOURCES,156
2009,KG0,DDOE,"Environment, District Department of the","# of students receiving a ""Meaningful Watershed Education Experience""",Raw Number,Output,Up is Better,Quarterly,5000,91,691,1591,4252,6625, > 100%,Fully Achieved,NATURAL RESOURCES,157
2009,KG0,DDOE,"Environment, District Department of the",# of trash reducing technologies installed in the Anacostia River Watershed,Raw Number,Output,Up is Better,Quarterly,40,4,6,12,30,52, > 100%,Fully Achieved,NATURAL RESOURCES,158
2009,KG0,DDOE,"Environment, District Department of the",% of EBL-case and other properties with identified hazards that receive an Order to Abate within 15 days of being assessed,Percentage,Efficiency,Up is Better,Quarterly,50,31.820000,76.920000,23.530000,60,45.830000,92%,Partially Achieved,ENVIRONMENTAL PROTECTION,159
2009,KG0,DDOE,"Environment, District Department of the",% of adjudicated fines and penalties collected  ,Percentage,Efficiency,Up is Better,Quarterly,30,41.380000,700,63.640000,81.480000,79.710000, > 100%,Fully Achieved,EDUCATION AND ENFORCEMENT,160
2009,KG0,DDOE,"Environment, District Department of the",% of construction plans approved that contain low-impact design,Percentage,Quality,Up is Better,Quarterly,20,,,,39.790000,39.790000, > 100%,Fully Achieved,NATURAL RESOURCES,161
2009,KG0,DDOE,"Environment, District Department of the",% of needed regulatory revisions completed,Percentage,Efficiency,Up is Better,Quarterly,15,50,66.670000,83.330000,100,75, > 100%,Fully Achieved,POLICY AND PLANNING,162
2009,KG0,DDOE,"Environment, District Department of the",Linear feet of improved stream habitat or restored stream,Raw Number,Output,Up is Better,Quarterly,14784,0,0,0,720,720,5%,Not Achieved,NATURAL RESOURCES,163
2009,KG0,DDOE,"Environment, District Department of the",Participants in the RiverSmart Homes program,Raw Number,Output,Up is Better,Quarterly,80,8,50,200,101,359, > 100%,Fully Achieved,NATURAL RESOURCES,164
2009,KG0,DDOE,"Environment, District Department of the",Service Awards for innovative LID Demonstration Program,Raw Number,Output,Up is Better,Quarterly,3,0,0,1,2,3,100%,Fully Achieved,NATURAL RESOURCES,165
2009,KA0,DDOT,"Transportation, District Department of",Annual number of pedestrian fatalities and injuries,Raw Number,Outcome,Down is Better,Annual,20,,,,20,20,100%,Fully Achieved,INFRA DEVELOPMENT AND MAINT,166
2009,KA0,DDOT,"Transportation, District Department of",Average number of trees tended per employee.,Ratio,Efficiency,Up is Better,Quarterly,0,442.290000,629.820000,929.310000,686.530000,655.910000,No Data,Not Rated Insufficient Data,GREENSPACE MANAGEMENT,167
2009,KA0,DDOT,"Transportation, District Department of",Cost per mile of street repaving (contract).,Ratio,Efficiency,Down is Better,Annual,0,,,,,N/A,No Data,Not Rated Insufficient Data,INFRA DEVELOPMENT AND MAINT,168
2009,KA0,DDOT,"Transportation, District Department of",Miles of dedicated bike lanes.,Raw Number,Output,Up is Better,Annual,47,,,,47.500000,47.500000, > 100%,Fully Achieved,INFRA DEVELOPMENT AND MAINT,169
2009,KA0,DDOT,"Transportation, District Department of",Miles of dedicated bike trails,Raw Number,Output,Up is Better,Annual,56,,,,55.500000,55.500000,99.11%,Partially Achieved,INFRA DEVELOPMENT AND MAINT,170
2009,KA0,DDOT,"Transportation, District Department of",Number of bicycle fatalities and injuries,Raw Number,Outcome,Down is Better,Annual,2,,,,0,0,No Data,Not Rated Insufficient Data,INFRA DEVELOPMENT AND MAINT,171
2009,KA0,DDOT,"Transportation, District Department of",Number of injuries and fatalities at high hazard intersections.,Raw Number,Outcome,Down is Better,Annual,0,,,,,N/A,No Data,Not Rated Insufficient Data,INFRA DEVELOPMENT AND MAINT,172
2009,KA0,DDOT,"Transportation, District Department of",Number of public space violation citations per inspector labor hour,Ratio,Efficiency,Up is Better,Quarterly,0.03,0.020000,0.030000,0.050000,0.070000,0.040000, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,173
2009,KA0,DDOT,"Transportation, District Department of",Number of traffic crashes annually.,Raw Number,Outcome,Down is Better,Annual,16000,,,,,N/A,No Data,Not Rated Insufficient Data,INFRA DEVELOPMENT AND MAINT,174
2009,KA0,DDOT,"Transportation, District Department of",Number of traffic fatalities each year,Raw Number,Output,Up is Better,Annual,50,,,,45,45,90%,Partially Achieved,INFRA DEVELOPMENT AND MAINT,175
2009,KA0,DDOT,"Transportation, District Department of",Percent change in DC transit ridership (WMATA and Circulator).,Percentage,Output,Up is Better,Quarterly,4,102.630000,103.480000,100.410000,99.830000,101.510000, > 100%,Fully Achieved,ALTERNATIVE TRANSPORTATION,176
2009,KA0,DDOT,"Transportation, District Department of",Percent of blocks in paving plan completed.,Percentage,Output,Up is Better,Quarterly,100,11.460000,,,29.160000,20.310000,20.31%,Not Achieved,INFRA DEVELOPMENT AND MAINT,177
2009,KA0,DDOT,"Transportation, District Department of",Percent of current year capital construction projects completed within 10% of budget (except for those with scope changes),Ratio,Outcome,Up is Better,Annual,92,,,,,N/A,No Data,Not Rated Insufficient Data,INFRA DEVELOPMENT AND MAINT,178
2009,KA0,DDOT,"Transportation, District Department of",Percent of current year capital construction projects completed within 60 days of planned end date (except for those with scope changes).,Ratio,Outcome,Up is Better,Annual,92,,,,,N/A,No Data,Not Rated Insufficient Data,INFRA DEVELOPMENT AND MAINT,179
2009,KA0,DDOT,"Transportation, District Department of",Percent of parking meters working,Percentage,Output,Up is Better,Quarterly,97,97.840000,,97.090000,97.420000,97.450000, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,180
2009,KA0,DDOT,"Transportation, District Department of",Percent of potholes filled within 48 hours,Percentage,Outcome,Up is Better,Quarterly,95,92.720000,98.920000,96.060000,98.350000,97.100000, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,181
2009,KA0,DDOT,"Transportation, District Department of",Percent of public space permits issued within 45 days.,Percentage,Output,Up is Better,Annual,93,,,,86.600000,86.600000,93.12%,Fully Achieved,PLANNING AND RESEARCH,182
2009,KA0,DDOT,"Transportation, District Department of","Percent of sidewalks in ""good"" or ""excellent"" condition.",Percentage,Outcome,Up is Better,Quarterly,47,55.540000,,,,55.540000, > 100%,Fully Achieved,INFRA DEVELOPMENT AND MAINT,183
2009,KA0,DDOT,"Transportation, District Department of",Percent of snow events were cleaning standards are met.,Percentage,Output,Up is Better,Annual,85,,,,100,100, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,184
2009,KA0,DDOT,"Transportation, District Department of","Percent of streets in ""good"" or ""excellent"" condition.",Percentage,Outcome,Up is Better,Quarterly,64,59.840000,,,,59.840000,93.50%,Fully Achieved,INFRA DEVELOPMENT AND MAINT,185
2009,KA0,DDOT,"Transportation, District Department of",Percent of tree population tended each year.,Percentage,Output,Up is Better,Quarterly,24.5,5.220000,7.440000,8.330000,8.050000,7.260000,29.65%,Fully Achieved,GREENSPACE MANAGEMENT,186
2009,JM0,DDS,"Disability Services, Department of",Average number of days between date the service coordinator is notified of need for a guardian and the date request packages is submitted to the OAG,Raw Number,Efficiency,Down is Better,Quarterly,90,0,0,0,141,141,64%,Not Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,187
2009,JM0,DDS,"Disability Services, Department of",Number of children referred from DCPS and charter schools to DCRSA to establish eligibility,Raw Number,Output,Up is Better,Quarterly,1000,158,384,123,529,1194, > 100%,Fully Achieved,REHABILITATION SERVICES,188
2009,JM0,DDS,"Disability Services, Department of",Number of new and quality providers recruited to the District,Raw Number,Output,Up is Better,Quarterly,10,9,3,1,4,17, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,189
2009,JM0,DDS,"Disability Services, Department of",Number of persons eligible for DDA services who receive services in the Medicaid Home and Community Based Program (Residential/Non-Residential),Raw Number,Output,Up is Better,Quarterly,1450,1294,3,35,28,1360,93.79%,Partially Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,190
2009,JM0,DDS,"Disability Services, Department of",Number of persons served by RSA in supported employment,Raw Number,Output,Up is Better,Quarterly,425,117,19,38,94,268,63.06%,Not Achieved,REHABILITATION SERVICES,191
2009,JM0,DDS,"Disability Services, Department of",Number of providers passing the new Service Quality Review certification (formerly BASA) on the first review,Percentage,Quality,Up is Better,Quarterly,60,33.330000,,66.670000,50,47.370000,78.95%,Partially Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,192
2009,JM0,DDS,"Disability Services, Department of",Number of vocational rehabilitation eligibility determinations,Raw Number,Output,Up is Better,Quarterly,1500,470,502,626,400,1998, > 100%,Fully Achieved,REHABILITATION SERVICES,193
2009,JM0,DDS,"Disability Services, Department of",Percent of eligible HCBS waiver individuals who receive in-home supports,Percentage,Outcome,Up is Better,Quarterly,26,27.980000,26.830000,25.530000,24.560000,26.200000, > 100%,Fully Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,194
2009,JM0,DDS,"Disability Services, Department of",Percent of people who report that providers and service coordinators help them get what they need,Percentage,Outcome,Up is Better,Annual,85,,,,,N/A,No Data,Not Rated Insufficient Data,MENTAL RETARDATION & DEVELPMNT DISAB,195
2009,JM0,DDS,"Disability Services, Department of",Percent of persons served who have annual medical exams,Percentage,Outcome,Up is Better,Quarterly,100,96.610000,96.610000,,,96.610000,96.61%,Partially Achieved,MENTAL RETARDATION & DEVELPMNT DISAB,196
2009,JM0,DDS,"Disability Services, Department of",Percent of qualified RSA individuals employed for 90 days (% of total),Percentage,Efficiency,Up is Better,Quarterly,42,16.730000,55.100000,26.120000,69.110000,41.790000,99.51%,Partially Achieved,REHABILITATION SERVICES,197
2009,DB0,DHCD,"Housing and Community Development, Department of",Number of Applications for Conversion Approved by the Rental Conversion and Sale Division (CASD),Raw Number,Output,Up is Better,Quarterly,100,10,13,19,18,60,60.00%,Not Achieved,HOUSING REGULATION ADMINISTRATION,198
2009,DB0,DHCD,"Housing and Community Development, Department of",Number of First-time Homebuyers Funded by the Home Purchase Assistance Program (HPAP),Raw Number,Output,Up is Better,Quarterly,425,127,47,60,86,320,75.29%,Partially Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,199
2009,DB0,DHCD,"Housing and Community Development, Department of",Number of Storefront Facades Improved,Raw Number,Output,Up is Better,Quarterly,90,0,0,9,23,32,35.56%,Not Achieved,NEIGHBORHOOD INVESTMENT,200
2009,DB0,DHCD,"Housing and Community Development, Department of",Number of Technical Assistance Services Provided to Small Businesses,Raw Number,Output,Up is Better,Quarterly,700,596,726,452,339,2113, > 100%,Fully Achieved,NEIGHBORHOOD INVESTMENT,201
2009,DB0,DHCD,"Housing and Community Development, Department of",Number of Tenant and Housing Provder Petitions Processed by the Rental Accommodations Division (RAD),Raw Number,Output,Up is Better,Quarterly,320,79,87,100,102,368, > 100%,Fully Achieved,HOUSING REGULATION ADMINISTRATION,202
2009,DB0,DHCD,"Housing and Community Development, Department of",Number of loans or grants by the Residential Rehab Program,Raw Number,Output,Up is Better,Quarterly,75,24,151,140,24,339, > 100%,Fully Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,203
2009,DB0,DHCD,"Housing and Community Development, Department of",Percentage of affordable housing developments initially funded in respective FY that are highly sustainable and meet the Green Communities Criteria,Percentage,Outcome,Up is Better,Annual,90,,,,75,75,83.33%,Partially Achieved,AFFORDABLE HOUSING/REAL ESTATE DEVE,204
2009,DB0,DHCD,"Housing and Community Development, Department of",Total Affordable Housing Units Funded,Raw Number,Output,Up is Better,Quarterly,1425,352,429,487,331,1599, > 100%,Fully Achieved,AFFORDABLE HOUSING/REAL ESTATE DEVE,205
2009,DB0,DHCD,"Housing and Community Development, Department of",Total Affordable Housing Units Rehabilitated,Raw Number,Output,Up is Better,Quarterly,900,163,225,263,138,789,87.67%,Partially Achieved,HOMEOWNERSHIP AND HOME REHAB ASSISTANCE,206
2009,DB0,DHCD,"Housing and Community Development, Department of",Total First Right Purchase Assistance Program (Tenant Purchase) Units Funded,Raw Number,Output,Up is Better,Quarterly,150,0,59,0,0,59,39.33%,Not Achieved,AFFORDABLE HOUSING/REAL ESTATE DEVE,207
2009,DB0,DHCD,"Housing and Community Development, Department of",Total New Ownership Units and Households Funded,Raw Number,Output,Up is Better,Quarterly,700,130,106,60,107,403,57.57%,Not Achieved,AFFORDABLE HOUSING/REAL ESTATE DEVE,208
2009,DB0,DHCD,"Housing and Community Development, Department of",Total Special Needs Housing Units Funded,Raw Number,Output,Up is Better,Quarterly,175,17,86,39,5,147,84.00%,Partially Achieved,AFFORDABLE HOUSING/REAL ESTATE DEVE,209
2009,HT0,DHCF,"Health Care Finance, Department of",Adults use of preventive/ambulatory care services (age 20-44),Raw Number,Quality,Up is Better,Annual,80,,,,77.650000,77.650000,97.06%,Partially Achieved,PUBLIC PROVIDER PAYMENTS,210
2009,HT0,DHCF,"Health Care Finance, Department of",Average wait time between receipt of complete EPD waiver application and approval/denial of application,Raw Number,Efficiency,Neutral,Annual,45,,,,,N/A,Not Rated B,Baseline Measure,PUBLIC PROVIDER PAYMENTS,211
2009,HT0,DHCF,"Health Care Finance, Department of",Immunization rates for two year old children,Raw Number,Outcome,Up is Better,Annual,80,,,,72.930000,72.930000,91.16%,Partially Achieved,PUBLIC PROVIDER PAYMENTS,212
2009,HT0,DHCF,"Health Care Finance, Department of",Number dental visits for adults in Medicaid (unduplicated count),Raw Number,Outcome,Neutral,Annual,0,,,,62402,62402,Not Rated W,Workload Measure,PUBLIC PROVIDER PAYMENTS,213
2009,HT0,DHCF,"Health Care Finance, Department of",Number of dental visits for children in Medicaid (unduplicated count),Raw Number,Outcome,Neutral,Annual,0,,,,36002,36002,Not Rated W,Workload Measure,PUBLIC PROVIDER PAYMENTS,214
2009,HT0,DHCF,"Health Care Finance, Department of",Number of grievances and appeals filed,Raw Number,Quality,Neutral,Annual,0,,,,92,92,Not Rated W,Workload Measure,PUBLIC PROVIDER PAYMENTS,215
2009,HT0,DHCF,"Health Care Finance, Department of",Number of participants in Elderly and Physically Disabled Waiver,Raw Number,Demand,Up is Better,Annual,2050,,,,2181,2181, > 100%,Fully Achieved,PUBLIC PROVIDER PAYMENTS,216
2009,HT0,DHCF,"Health Care Finance, Department of",Number of providers trained annually in fraud and abuse training program,Raw Number,Output,Up is Better,Annual,75,,,,148,148, > 100%,Fully Achieved,PUBLIC PROVIDER PAYMENTS,217
2009,HT0,DHCF,"Health Care Finance, Department of",Percent DC residents insured through Medicaid and Alliance,Percentage,Demand,Neutral,Annual,0,,,,35.790000,35.790000,Not Rated W,Workload Measure,PUBLIC PROVIDER PAYMENTS,218
2009,HT0,DHCF,"Health Care Finance, Department of",Percent generic drug utilization in Medicaid (FFS Only),Percentage,Outcome,Up is Better,Annual,58,,,,68.860000,68.860000, > 100%,Fully Achieved,PUBLIC PROVIDER PAYMENTS,219
2009,HT0,DHCF,"Health Care Finance, Department of",Percent of Alliance applications processed within 45 days,Percentage,Efficiency,Neutral,Annual,0,,,,,N/A,Not Rated W,Workload Measure,PUBLIC PROVIDER PAYMENTS,220
2009,HT0,DHCF,"Health Care Finance, Department of",Percent of DC residents uninsured,Percentage,Demand,Neutral,Annual,6,,,,,N/A,Not Rated B,Baseline Measure,PUBLIC PROVIDER PAYMENTS,221
2009,HT0,DHCF,"Health Care Finance, Department of",Percent of Medicaid applications processed within 45 days ,Percentage,Efficiency,Neutral,Annual,91,,,,,N/A,Not Rated B,Baseline Measure,PUBLIC PROVIDER PAYMENTS,222
2009,HT0,DHCF,"Health Care Finance, Department of",Quality Improvement Initiative 1: Adverse Perinatal Outcomes,Raw Number,Quality,Neutral,Annual,0,,,,,N/A,Not Rated W,Workload Measure,PUBLIC PROVIDER PAYMENTS,223
2009,HT0,DHCF,"Health Care Finance, Department of",Quality Improvement Initiative 2: Adverse Chronic Disease Outcomes,Raw Number,Quality,Neutral,Annual,0,,,,,N/A,Not Rated W,Workload Measure,PUBLIC PROVIDER PAYMENTS,224
2009,HT0,DHCF,"Health Care Finance, Department of","Reported complaints on transportation broker services, per 1000 trips",Ratio,Quality,Down is Better,Annual,3,,,,1.480000,1.480000, > 100%,Fully Achieved,PUBLIC PROVIDER PAYMENTS,225
2009,HT0,DHCF,"Health Care Finance, Department of",Timeliness of prenatal care,Raw Number,Quality,Up is Better,Annual,75,,,,67.970000,67.970000,90.63%,Partially Achieved,PUBLIC PROVIDER PAYMENTS,226
2009,HT0,DHCF,"Health Care Finance, Department of",Total recoved from provider audits,Dollar Amount,Outcome,Up is Better,Annual,1500000,,,,14800000,14800000, > 100%,Fully Achieved,PUBLIC PROVIDER PAYMENTS,227
2009,JA0,DHS,"Human Services, Department of",# of formerly homeless families receiving supportive housing and case management,Raw Number,Outcome,Up is Better,Annual,100,,,,275,275, > 100%,Fully Achieved,FAMILY SERVICES,228
2009,JA0,DHS,"Human Services, Department of",# of formerly homeless single adults receiving supportive housing and case management,Raw Number,Outcome,Up is Better,Annual,400,,,,520,520, > 100%,Fully Achieved,FAMILY SERVICES,229
2009,JA0,DHS,"Human Services, Department of","# of seniors that have had reported instances of abuse, neglect, or self-neglect that subsequently receive personal aide services",Raw Number,Outcome,Up is Better,Annual,75,,,,109,109, > 100%,Fully Achieved,FAMILY SERVICES,230
2009,JA0,DHS,"Human Services, Department of",% Medicaid eligibility determinations finalized within 45 days,Percentage,Outcome,Up is Better,Annual,90,,,,91.270000,91.270000, > 100%,Fully Achieved,INCOME MAINTENANCE,231
2009,JA0,DHS,"Human Services, Department of",% of TEP participants that have obtained employment,Percentage,Outcome,Up is Better,Annual,45,,,,45,45,100%,Fully Achieved,INCOME MAINTENANCE,232
2009,JA0,DHS,"Human Services, Department of",% of families moved from DC Village that do not reenter the emergency homeless system from permanent housing,Percentage,Outcome,Up is Better,Annual,95,,,,100,100, > 100%,Fully Achieved,FAMILY SERVICES,233
2009,JA0,DHS,"Human Services, Department of",% of families receiving homeless services enrolled in person-centric Case Management services,Percentage,Outcome,Up is Better,Annual,85,,,,80,80,94.12%,Partially Achieved,FAMILY SERVICES,234
2009,JA0,DHS,"Human Services, Department of",% reduction in the FY 2007 food stamp error rate,Raw Number,Outcome,Up is Better,Annual,1.75,,,,2.170000,2.170000, > 100%,Fully Achieved,INCOME MAINTENANCE,235
2009,SR0,DISB,"Insurance,Securities and Banking, Department of",# District consumers receiving financial literacy training,Raw Number,Demand,Up is Better,Quarterly,500,207,160,338,412,1117, > 100%,Fully Achieved,BANKING,236
2009,SR0,DISB,"Insurance,Securities and Banking, Department of",# administrative hearings conducted on producer licensing concerns.,Raw Number,Output,Up is Better,Quarterly,10,6,5,10,3,24, > 100%,Fully Achieved,ENFORCEMENT PROGRAM,237
2009,SR0,DISB,"Insurance,Securities and Banking, Department of",# medical malpractice insurance premium rate filings > 10% increase reviewed  ,Raw Number,Output,Neutral,Quarterly,0,0,0,0,0,0,Not Rated W,Workload Measure,INSURANCE PROGRAM,238
2009,SR0,DISB,"Insurance,Securities and Banking, Department of",# residents insured by high risk health insurance pool,Raw Number,Outcome,Up is Better,Quarterly,259,72,78,21,88,259,100%,Fully Achieved,INSURANCE PROGRAM,239
2009,SR0,DISB,"Insurance,Securities and Banking, Department of",% Banking complaints resolved within 45 days of receipt,Percentage,Output,Up is Better,Quarterly,80,100,100,98.110000,100,99.440000, > 100%,Fully Achieved,BANKING,240
2009,SR0,DISB,"Insurance,Securities and Banking, Department of",% CAPCOs examined.,Percentage,Output,Up is Better,Quarterly,100,,,100,,100,100%,Fully Achieved,RISK FINANCE,241
