Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2012,GA0,DCPS,"Public Schools, District of Columbia",% of teachers rated highly qualified,Percentage,Outcome,Up is Better,Quarterly,83,72,74,76,67,72.25,87.05%,Partially Achieved,,222
2012,GA0,DCPS,"Public Schools, District of Columbia",% of teachers with value-added data,Percentage,Output,Up is Better,Annual,30,,,,15,15,50%,Not Achieved,,223
2012,GA0,DCPS,"Public Schools, District of Columbia",4-Year Graduation Rate,Percentage,Outcome,Up is Better,Annual,51,,,,56,56, > 100%,Fully Achieved,,224
2012,GA0,DCPS,"Public Schools, District of Columbia",Avg elementary school daily attendance rate,Percentage,Outcome,Up is Better,Quarterly,95,97,97,96,,96.67, > 100%,Fully Achieved,,225
2012,GA0,DCPS,"Public Schools, District of Columbia",Avg secondary school daily attendance rate,Percentage,Outcome,Up is Better,Quarterly,90,92,91,90,,91, > 100%,Fully Achieved,,226
2012,GA0,DCPS,"Public Schools, District of Columbia",Black-White Math achievement gap,Percentage,Outcome,Down is Better,Annual,56,,,,52,52, > 100%,Fully Achieved,,227
2012,GA0,DCPS,"Public Schools, District of Columbia",Black-White Reading achievement gap,Percentage,Outcome,Down is Better,Annual,49,,,,55,55,89.09%,Partially Achieved,,228
2012,GA0,DCPS,"Public Schools, District of Columbia","Combined # of public stakeholder interactions including news subscribers, Facebook fans, Twitter followers, text messages subscribers, YouTube channel subscribers, AND unique website visitors.",Raw Number,Demand,Up is Better,Quarterly,1180002,2451361,3066913,2353842,352488,8224604, > 100%,Fully Achieved,,229
2012,GA0,DCPS,"Public Schools, District of Columbia",Retention rate of highly effective teachers,Percentage,Quality,Up is Better,Annual,94,,,,90.53,90.53,96.31%,Partially Achieved,,230
2012,GA0,DCPS,"Public Schools, District of Columbia",Student enrollment on October 5,Raw Number,Demand,Up is Better,Annual,47247,46096,,,,46096,98%,Partially Achieved,,231
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of Quality Control inspections performed on Third Party Inspections,Raw Number,Output,Up is Better,Quarterly,125,10,20,43,23,96,77%,Partially Achieved,INSPECTION,232
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of business licenses issued,Raw Number,Outcome,Neutral,Annual,0,,,,8171,8171,Not Rated W,Workload Measure,LICENSING                                         ,233
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of civil infractions recieved by the Office of Civil Infractions,Raw Number,Outcome,Neutral,Annual,0,,,,1163,1163,Not Rated W,Workload Measure,ENFORCEMENT,234
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of inspections completed,Raw Number,Outcome,Neutral,Annual,0,,,,40355,40355,Not Rated W,Workload Measure,INSPECTION,235
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","# of permits issued (building, supplemental, postcard, etc.)",Raw Number,Outcome,Neutral,Annual,0,,,,35422,35422,Not Rated W,Workload Measure,PERMITTING,236
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",# of units inspected by proactive inspections team,Raw Number,Output,Up is Better,Quarterly,2500,732,818,702,777,3029, > 100%,Fully Achieved,INSPECTION,237
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","% of Certificate of Occupancy applications receiving OZA initial review from the application date, in compliance with timelines (30 business days)",Percentage,Efficiency,Up is Better,Quarterly,88,87.250000,88.44,89.84,89.68,88.87, > 100%,Fully Achieved,ZONING AND CONSTRUCTION COMPLIANCE,238
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of DCRA abatements completed within 30 days,Percentage,Efficiency,Up is Better,Quarterly,85,88.710000,91.67,95.27,88.96,91.54, > 100%,Fully Achieved,ENFORCEMENT,239
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of FOIA request completed Timely,Percentage,Efficiency,Up is Better,Quarterly,90,99.250000,86.18,81.91,87.82,87.98,97.75%,Partially Achieved,,240
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of HOPs issued within 10 business days of application submission,Percentage,Efficiency,Up is Better,Quarterly,75,79.400000,81.61,58.03,29.21,65.52,87%,Partially Achieved,ZONING AND CONSTRUCTION COMPLIANCE,241
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of OIG inquiries completed timely,Percentage,Efficiency,Up is Better,Quarterly,95,100,100,90.91,54.55,78.85,83.00%,Partially Achieved,,242
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of TPR project reviews by DCRA Technical Review within 15 business days,Percentage,Efficiency,Up is Better,Quarterly,85,100,100,76.12,81.13,87.32, > 100%,Fully Achieved,PERMITTING,243
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of Third Party Inspection agencies with quality control audits found to be in compliance,Percentage,Outcome,Up is Better,Quarterly,25,20,5,27.91,17.24,19.61,78.43%,Partially Achieved,INSPECTION,244
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of all permit applications held for correction,Percentage,Quality,Down is Better,Quarterly,9,9.440000,9.04,9.09,8.14,8.92, > 100%,Fully Achieved,PERMITTING,245
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of building plats utilizing expedited review service,Percentage,Demand,Up is Better,Quarterly,20,27.120000,27.53,27.12,29.26,27.82, > 100%,Fully Achieved,PERMITTING,246
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of business license applications submitted online (new and renewal),Percentage,Outcome,Up is Better,Quarterly,11,9.660000,20.73,18.79,13.19,14.84, > 100%,Fully Achieved,LICENSING                                         ,247
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","% of cases ""won"" with OAH finding of liability (""upheld"")",Percentage,Outcome,Up is Better,Quarterly,80,42.110000,72.97,65.98,74.86,68.3,85.38%,Partially Achieved,ENFORCEMENT,248
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of complaint-initiated enforcement actions occurring within 60 days of receipt of concern,Percentage,Efficiency,Up is Better,Quarterly,50,83.330000,56.25,7.69,31.58,38.89,77.78%,Partially Achieved,ZONING AND CONSTRUCTION COMPLIANCE,249
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of complaint-related inspections completed within 5 days of the scheduled date,Percentage,Efficiency,Up is Better,Quarterly,80,82.810000,85.69,86.63,92.82,87.23, > 100%,Fully Achieved,INSPECTION,250
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of corporate filings submitted online,Percentage,Outcome,Up is Better,Quarterly,65,37.300000,116.91,51.87,62.75,66.02, > 100%,Fully Achieved,LICENSING                                         ,251
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of filed plan reviews completed on-time,Percentage,Efficiency,Up is Better,Quarterly,95,93.820000,96.3,94.57,94.95,94.9,99.89%,Partially Achieved,PERMITTING,252
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of green building plan review completed within 30 days,Percentage,Efficiency,Up is Better,Quarterly,97,100,100,16.67,100,80.39,82.88%,Partially Achieved,PERMITTING,253
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of inspections completed as scheduled,Percentage,Efficiency,Up is Better,Quarterly,82,93.370000,92.22,91.83,94.29,93.07, > 100%,Fully Achieved,INSPECTION,254
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of occupational and professional license renewals processed in 3 days (when a complete application is submitted),Percentage,Efficiency,Up is Better,Quarterly,97,100,100,100,100,100, > 100%,Fully Achieved,LICENSING                                         ,255
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of permit-related inspections completed within 48 hours of request,Percentage,Efficiency,Up is Better,Quarterly,87,92.900000,92.94,91.25,95.62,93.24, > 100%,Fully Achieved,INSPECTION,256
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of","% of permits issued online (postcard, supplemental, eHOP)",Percentage,Output,Up is Better,Quarterly,30,29.880000,29.72,28.63,29.43,29.33,98%,Partially Achieved,PERMITTING,257
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of pre-license investigations conducted by regulatory investigations within 5 business days,Percentage,Efficiency,Up is Better,Quarterly,85,91.330000,94.53,92.96,93.74,93.22, > 100%,Fully Achieved,LICENSING                                         ,258
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of professional license applications submitted online (new and renewal),Percentage,Outcome,Up is Better,Quarterly,60,87.120000,96.09,99.81,100,96.85, > 100%,Fully Achieved,LICENSING                                         ,259
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of rate of return on special assessments,Percentage,Outcome,Up is Better,Quarterly,100,115.800000,153.39,352.49,81.35,146.45, > 100%,Fully Achieved,ENFORCEMENT,260
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of registered vacant properties (including properties that are registered and exempt),Percentage,Outcome,Up is Better,Quarterly,50,34.400000,48.73,54.47,40.85,44.57,89.14%,Partially Achieved,ENFORCEMENT,261
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of regulatory investigations resulting in the issuance of a notice of infractions,Percentage,Efficiency,Up is Better,Quarterly,35,42.770000,27.87,44.97,33.33,37.28, > 100%,Fully Achieved,LICENSING                                         ,262
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of successful defenses of appeals of Zoning Administrator decisions before the BZA,Percentage,Efficiency,Up is Better,Quarterly,75,100,100,100,100,100, > 100%,Fully Achieved,ZONING AND CONSTRUCTION COMPLIANCE,263
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of walk through applications processed same day,Percentage,Quality,Up is Better,Quarterly,60,52.640000,57.56,51.65,56.26,54.71,91.18%,Partially Achieved,PERMITTING,264
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% of weighing and measuring devices approved,Percentage,Outcome,Up is Better,Quarterly,80,96.700000,96.86,97.96,97.29,97.16, > 100%,Fully Achieved,LICENSING                                         ,265
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",% reduction in the number of illegal construction cases dismissed at the initial DCRA appeal hearing,Percentage,Outcome,Down is Better,Quarterly,12,13.640000,11.67,11.25,14.12,12.94,92.76%,Partially Achieved,INSPECTION,266
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Average length of customer wait in Permit Center (minutes),Ratio,Quality,Down is Better,Quarterly,16,11.080000,8.35,10.97,11.47,10.47, > 100%,Fully Achieved,PERMITTING,267
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Average number of inspections per inspector daily,Ratio,Output,Up is Better,Quarterly,5,5.600000,3.72,4.89,4.15,4.55,90.92%,Partially Achieved,INSPECTION,268
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Number of blighted properties reported to OTR,Ratio,Output,Up is Better,Semi-annual,300,,326,,485,405.5, > 100%,Fully Achieved,ENFORCEMENT,269
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Total dollar amount of special assessments collected,Dollar Amount,Efficiency,Up is Better,Quarterly,900000,180459,270689,378808,232301,1062257, > 100%,Fully Achieved,ENFORCEMENT,270
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Total dollar amount of tax liens collected,Dollar Amount,Output,Up is Better,Quarterly,300000,173837,6184,19477,45673,245171,81.72%,Partially Achieved,ENFORCEMENT,271
2012,CR0,DCRA,"Consumer and Regulatory Affairs, Department of",Total number of vacant properties,Ratio,Outcome,Down is Better,Quarterly,3000,2384,2471,2414,2666,2483.75, > 100%,Fully Achieved,ENFORCEMENT,272
2012,TC0,DCTC,"Taxicab Commission, District of Columbia",Average number of complaints acknowledged within 2 days of receipts ,Percentage,Outcome,Up is Better,Quarterly,90,92.520000,90.28,90.24,97.78,92.84, > 100%,Fully Achieved,LICENSING AND DISPUTE RESOLUTION,273
2012,TC0,DCTC,"Taxicab Commission, District of Columbia",Number of Public Vehicles for Hire licenses processed within 1 business day of receipt of criminal background check ,Percentage,Outcome,Neutral,Quarterly,0,,,,,0,Not Rated W,Workload Measure,LICENSING AND DISPUTE RESOLUTION,274
2012,TC0,DCTC,"Taxicab Commission, District of Columbia","Number of Taxicabs and Limosines inpected that have valid licenses, and insurances",Percentage,Outcome,Up is Better,Quarterly,81,88.240000,91.01,88.5,89.34,89.39, > 100%,Fully Achieved,LICENSING AND DISPUTE RESOLUTION,275
2012,TC0,DCTC,"Taxicab Commission, District of Columbia",Percentage of Lost Items returned to customers ,Percentage,Outcome,Up is Better,Quarterly,80,62.070000,68.49,76.47,78.72,72.58,90.73%,Partially Achieved,LICENSING AND DISPUTE RESOLUTION,276
2012,KG0,DDOE,"Environment, District Department of the", Number of Brownfields assessments completed,Raw Number,Outcome,Up is Better,Quarterly,8,0,0,0,6,6,75%,Partially Achieved,ENVIRONMENTAL SERVICES                            ,277
2012,KG0,DDOE,"Environment, District Department of the",# Participants in RiverSmart Homes Program,Raw Number,Output,Up is Better,Quarterly,1250,151,177,248,364,940,75.20%,Partially Achieved,NATURAL RESOURCES,278
2012,KG0,DDOE,"Environment, District Department of the",# of Aquatic Resources Education Center visitors,Raw Number,Input,Up is Better,Quarterly,1728,660,197,1513,1671,4041, > 100%,Fully Achieved,NATURAL RESOURCES,279
2012,KG0,DDOE,"Environment, District Department of the",# of Bag Law inspections,Raw Number,Output,Up is Better,Quarterly,450,101,85,177,103,466, > 100%,Fully Achieved,NATURAL RESOURCES,280
2012,KG0,DDOE,"Environment, District Department of the",# of DDOE social media followers (Facebook and Twitter) ,Raw Number,Demand,Up is Better,Semi-annual,2000,,,2339,2665,5004, > 100%,Fully Achieved,COMMUNITY RELATIONS                               ,281
2012,KG0,DDOE,"Environment, District Department of the",# of Environmental Impact Statement Forms received,Raw Number,Demand,Neutral,Annual,0,,,,37,37,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,282
2012,KG0,DDOE,"Environment, District Department of the",# of Freedom of Information Act Requests ,Raw Number,Demand,Neutral,Annual,0,,,,360,360,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,283
2012,KG0,DDOE,"Environment, District Department of the",# of Significant Operational Compliance (SOC) inspections of underground storage tanks completed,Raw Number,Output,Up is Better,Quarterly,60,12,10,17,9,48,80.00%,Partially Achieved,ENVIRONMENTAL SERVICES                            ,284
2012,KG0,DDOE,"Environment, District Department of the",# of air quality complaints received ,Raw Number,Demand,Neutral,Annual,0,,,,124,124,Not Rated W,Workload Measure,ENVIRONMENTAL SERVICES                            ,285
2012,KG0,DDOE,"Environment, District Department of the",# of ambient air quality monitors operated and maintained,Raw Number,Demand,Neutral,Annual,0,,,,35,35,Not Rated W,Workload Measure,ENVIRONMENTAL SERVICES                            ,286
2012,KG0,DDOE,"Environment, District Department of the",# of applications received for the Home Energy Rating System program ,Raw Number,Demand,Neutral,Annual,0,,,,1000,1000,Not Rated W,Workload Measure,ENERGY PROGRAM,287
2012,KG0,DDOE,"Environment, District Department of the",# of applications received for the Renewable Energy Incentive Program,Raw Number,Demand,Neutral,Annual,0,,,,762,762,Not Rated W,Workload Measure,ENERGY PROGRAM,288
2012,KG0,DDOE,"Environment, District Department of the",# of applications received for the RiverSmart Homes program,Raw Number,Demand,Neutral,Annual,0,,,,1268,1268,Not Rated W,Workload Measure,NATURAL RESOURCES,289
2012,KG0,DDOE,"Environment, District Department of the",# of buildings reporting ENERGY STAR benchmarking data to DDOE,Raw Number,Output,Up is Better,Semi-annual,250,,,0,0.01,0.01,0.00%,Not Achieved,POLICY AND SUSTAINABILITY                         ,290
2012,KG0,DDOE,"Environment, District Department of the",# of chapter 2 permit applications received ,Raw Number,Demand,Neutral,Annual,0,,,,152,152,Not Rated W,Workload Measure,ENVIRONMENTAL SERVICES                            ,291
2012,KG0,DDOE,"Environment, District Department of the",# of coal tar inspections,Raw Number,Output,Up is Better,Quarterly,60,10,15,38,12,75, > 100%,Fully Achieved,NATURAL RESOURCES,292
2012,KG0,DDOE,"Environment, District Department of the",# of complaints of potentially unsafe pesticide use,Raw Number,Demand,Neutral,Annual,0,,,,50,50,Not Rated W,Workload Measure,ENVIRONMENTAL SERVICES                            ,293
2012,KG0,DDOE,"Environment, District Department of the",# of complaints received from residents about unsafe work practices,Raw Number,Demand,Neutral,Annual,0,,,,32,32,Not Rated W,Workload Measure,ENVIRONMENTAL PROTECTION,294
2012,KG0,DDOE,"Environment, District Department of the",# of complaints received from tenants about presence of deteriorated paint,Raw Number,Demand,Neutral,Annual,0,,,,40,40,Not Rated W,Workload Measure,ENVIRONMENTAL SERVICES                            ,295
2012,KG0,DDOE,"Environment, District Department of the",# of enforcement actions processed by the OEEJ ,Raw Number,Demand,Neutral,Annual,0,,,,145,145,Not Rated W,Workload Measure,ENFORCEMENT AND ENVIRONMENTAL JUSTICE             ,296
2012,KG0,DDOE,"Environment, District Department of the",# of full-compliance evaluations of Title V facilities,Raw Number,Output,Up is Better,Quarterly,20,1,8,8,3,20,100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,297
2012,KG0,DDOE,"Environment, District Department of the",# of green-collar jobs in the District (Sustainable Energy Utility metric),Raw Number,Outcome,Up is Better,Quarterly,66,3,3.5,8.1,39.4,54,81.82%,Partially Achieved,ENERGY PROGRAM,298
2012,KG0,DDOE,"Environment, District Department of the",# of households receiving energy assistance ,Raw Number,Demand,Neutral,Annual,0,,,,21688,21688,Not Rated W,Workload Measure,ENERGY PROGRAM,299
2012,KG0,DDOE,"Environment, District Department of the",# of inspections for stormwater management erosion/sediment control,Raw Number,Output,Up is Better,Quarterly,8000,1939,2664,2959,3472,11034, > 100%,Fully Achieved,NATURAL RESOURCES,300
2012,KG0,DDOE,"Environment, District Department of the",# of new applications received for the Voluntary Cleanup Program (Brownfields) ,Raw Number,Demand,Neutral,Annual,0,,,,2,2,Not Rated W,Workload Measure,ENVIRONMENTAL PROTECTION,301
2012,KG0,DDOE,"Environment, District Department of the",# of pesticide marketplace inspections,Raw Number,Output,Up is Better,Quarterly,62,5,15,15,32,67, > 100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,302
2012,KG0,DDOE,"Environment, District Department of the",# of registered pesticides in the District ,Raw Number,Demand,Neutral,Annual,0,,,,7115,7115,Not Rated W,Workload Measure,,303
2012,KG0,DDOE,"Environment, District Department of the",# of requests to respond to potential spills or releases,Raw Number,Demand,Neutral,Annual,0,,,,50,50,Not Rated W,Workload Measure,ENVIRONMENTAL SERVICES                            ,304
2012,KG0,DDOE,"Environment, District Department of the",# of water quality samples collected and analyzed,Raw Number,Output,Up is Better,Quarterly,2740,676,669,713,720,2778, > 100%,Fully Achieved,NATURAL RESOURCES,305
2012,KG0,DDOE,"Environment, District Department of the",# of wildlife data samples collected,Raw Number,Output,Up is Better,Quarterly,1200,360,360,360,463,1543, > 100%,Fully Achieved,NATURAL RESOURCES,306
2012,KG0,DDOE,"Environment, District Department of the",% of District residents reached by DDOE Outreach and Education ,Percentage,Output,Up is Better,Semi-annual,75,,,79.07,79.15,79.11, > 100%,Fully Achieved,COMMUNITY RELATIONS                               ,307
2012,KG0,DDOE,"Environment, District Department of the",% of children under 36 months of age being screened for lead poisoning,Raw Number,Efficiency,Up is Better,Annual,38,,,,57.8,57.8, > 100%,Fully Achieved,ENVIRONMENTAL PROTECTION,308
2012,KG0,DDOE,"Environment, District Department of the",% of construction plans approved that contain a low impact design component.,Percentage,Output,Up is Better,Quarterly,50,40.910000,60,61.9,41.38,50.75, > 100%,Fully Achieved,NATURAL RESOURCES,309
2012,KG0,DDOE,"Environment, District Department of the",% of drainage complaints responded to within 2 business days,Percentage,Efficiency,Up is Better,Quarterly,95,100,100,100,100,100, > 100%,Fully Achieved,NATURAL RESOURCES,310
2012,KG0,DDOE,"Environment, District Department of the",% of elevated blood level cases and other properties with identified hazards that are issued an Order to Eliminate Lead-Based Paint Hazards within 21 days of the propertys risk assessment. ,Percentage,Efficiency,Up is Better,Quarterly,85,87.500000,77.78,100,100,93.02, > 100%,Fully Achieved,ENVIRONMENTAL PROTECTION,311
2012,KG0,DDOE,"Environment, District Department of the",% of illicit discharge complaints investigated within 5 business days,Percentage,Efficiency,Up is Better,Quarterly,95,90,91.67,100,100,95.92, > 100%,Fully Achieved,NATURAL RESOURCES,312
2012,KG0,DDOE,"Environment, District Department of the",% of scheduled monitoring reports as defined in agency monitoring plan completed for each grant award,Percentage,Efficiency,Up is Better,Quarterly,100,,100,100,100,100,100.00%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,313
2012,KG0,DDOE,"Environment, District Department of the",% of subgrantees budget spent on programmatic costs,Percentage,Efficiency,Up is Better,Annual,65,,,,93.49,93.49, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,314
2012,KG0,DDOE,"Environment, District Department of the",% of sustainability indicators updated on time,Percentage,Efficiency,Up is Better,Semi-annual,90,,,89.55,91.18,90.37, > 100%,Fully Achieved,POLICY AND SUSTAINABILITY                         ,315
2012,KG0,DDOE,"Environment, District Department of the",Amount collected from fines and penalties,Dollar Amount,Output,Up is Better,Quarterly,175000,44637,52358.9,68801.2,95009,260806.1, > 100%,Fully Achieved,ENFORCEMENT AND ENVIRONMENTAL JUSTICE             ,316
2012,KG0,DDOE,"Environment, District Department of the",Average reduction in energy consumption per unit weatherized,Percentage,Efficiency,Up is Better,Quarterly,5,,,,23,23, > 100%,Fully Achieved,ENERGY PROGRAM,317
2012,KG0,DDOE,"Environment, District Department of the",Compliance rate of gas stations and drycleaners inspected (%),Percentage,Outcome,Up is Better,Quarterly,65,100,,37.5,89.66,80.49, > 100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,318
2012,KG0,DDOE,"Environment, District Department of the","Confirmed EBLLs as % of District children tested, as compared to national average",Percentage,Outcome,Down is Better,Annual,0.75,,,,0.33,0.33, > 100%,Fully Achieved,ENVIRONMENTAL PROTECTION,319
2012,KG0,DDOE,"Environment, District Department of the",Energy demand of Districts largest energy users (Sustainable Energy Utility metric),Raw Number,Demand,Neutral,Annual,0,,,,,0,Not Rated W,Workload Measure,ENERGY PROGRAM,320
2012,KG0,DDOE,"Environment, District Department of the",Energy efficiency of low-income housing (Sustainable Energy Utility metric),Percentage,Efficiency,Neutral,Annual,0,,,,32.03,32.03,Not Rated W,Workload Measure,ENERGY                                            ,321
2012,KG0,DDOE,"Environment, District Department of the",Home Energy Rating System audits performed,Raw Number,Output,Up is Better,Quarterly,1250,276,219,190,214,899,71.92%,Not Achieved,ENERGY PROGRAM,322
2012,KG0,DDOE,"Environment, District Department of the",Number of cases of children under age six identified with a blood lead level at or above CDC�s threshold of concern of 10 micrograms of lead per deciliter of blood  ,Raw Number,Outcome,Down is Better,Quarterly,50,11,8,14,20,53,94.34%,Partially Achieved,,323
2012,KG0,DDOE,"Environment, District Department of the",Number of days in which ozone levels exceed the National Ambient Air Quality Standards. ,Raw Number,Outcome,Down is Better,Quarterly,12,0,0,6,5,11, > 100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,324
2012,KG0,DDOE,"Environment, District Department of the",Number of diesel-powered vehicles or engines replaced or retrofitted.,Raw Number,Outcome,Up is Better,Quarterly,4,3,0,0,1,4,100%,Fully Achieved,ENVIRONMENTAL SERVICES                            ,325
2012,KG0,DDOE,"Environment, District Department of the",Peak energy demand in the District (Sustainable Energy Utility metric),Raw Number,Demand,Neutral,Annual,0,,,,3732,3732,Not Rated W,Workload Measure,ENERGY PROGRAM,326
2012,KG0,DDOE,"Environment, District Department of the",Per-capita energy consumption (Sustainable Energy Utility metric),Raw Number,Demand,Neutral,Annual,91492,,,,24504,24504,Not Rated B,Baseline Measure,ENERGY PROGRAM,327
2012,KG0,DDOE,"Environment, District Department of the",Renewable energy generating capacity (Sustainable Energy Utility metric),Raw Number,Output,Neutral,Annual,0,,,,1.12,1.12,Not Rated W,Workload Measure,ENERGY PROGRAM,328
2012,KG0,DDOE,"Environment, District Department of the",Total units weatherized,Raw Number,Output,Up is Better,Quarterly,295,0,0,0,715,715, > 100%,Fully Achieved,ENERGY                                            ,329
2012,KG0,DDOE,"Environment, District Department of the",compliance rate of enforcement actions processed,Percentage,Efficiency,Up is Better,Semi-annual,75,,,90,62.5,69.05,92.06%,Partially Achieved,ENFORCEMENT AND ENVIRONMENTAL JUSTICE             ,330
2012,KG0,DDOE,"Environment, District Department of the",rate of return on infractions collections,Percentage,Efficiency,Up is Better,Semi-annual,50,,,33.93,44.54,40.73,81.47%,Partially Achieved,ENFORCEMENT AND ENVIRONMENTAL JUSTICE             ,331
2012,KA0,DDOT,"Transportation, District Department of",Average Percentage (%) of parking meters working daily ,Percentage,Output,Up is Better,Quarterly,97,98.880000,98.9,99.01,99.05,98.96, > 100%,Fully Achieved,TRANSPORTATION OPERATIONS,332
2012,KA0,DDOT,"Transportation, District Department of",Average number of training/enrichment hours per employee,Raw Number,Output,Up is Better,Quarterly,24,19,20,15,23.5,77.5, > 100%,Fully Achieved,AGENCY MANAGEMENT,333
2012,KA0,DDOT,"Transportation, District Department of",Capital Bikeshare members,Raw Number,Output,Up is Better,Quarterly,18700,15922,41,593,1499,18055,96.55%,Partially Achieved,ALTERNATIVE TRANSPORTATION,334
2012,KA0,DDOT,"Transportation, District Department of",Capital Bikeshare total trips taken,Raw Number,Output,Up is Better,Quarterly,1100000,1358002,515112,448610,529985,2851709, > 100%,Fully Achieved,ALTERNATIVE TRANSPORTATION,335
2012,KA0,DDOT,"Transportation, District Department of",Capital Bikeshare trips/bike/day,Raw Number,Output,Up is Better,Quarterly,6,3,0,1,0,4,66.67%,Not Achieved,ALTERNATIVE TRANSPORTATION,336
2012,KA0,DDOT,"Transportation, District Department of",Certified Arborists (number of staff certified by the industry standard),Raw Number,Output,Up is Better,Quarterly,25,5,5,7,4,21,84%,Partially Achieved,URBAN FORESTRY ADMINISTRATION                     ,337
2012,KA0,DDOT,"Transportation, District Department of",Customer satisfaction rating,Percentage,Output,Up is Better,Quarterly,90,98.570000,100,97.22,100,98.7, > 100%,Fully Achieved,,338
2012,KA0,DDOT,"Transportation, District Department of",Employers (100+ employees) providing transit subsidies,Raw Number,Outcome,Up is Better,Quarterly,125,398,16,21,36,471, > 100%,Fully Achieved,ALTERNATIVE TRANSPORTATION,339
2012,KA0,DDOT,"Transportation, District Department of",Farebox recovery (% of cost covered by fare revenues),Percentage,Output,Up is Better,Semi-annual,20,,20.61,,20.1,20.36, > 100%,Fully Achieved,PROGRESSIVE TRANSPORTATION SERVICES               ,340
2012,KA0,DDOT,"Transportation, District Department of",Fatality Rate per 100 million Vehicle Miles Traveled (VMT),Raw Number,Output,Up is Better,Annual,0.65,,,,0.34,0.34,52.31%,Not Achieved,TRANSPORTATION OPERATIONS,341
2012,KA0,DDOT,"Transportation, District Department of",Membership in bike sharing program(s),Raw Number,Outcome,Up is Better,Quarterly,18000,15922,41,593,1499,18055, > 100%,Fully Achieved,ALTERNATIVE TRANSPORTATION,342
2012,KA0,DDOT,"Transportation, District Department of",Miles of pavement markings refreshed,Raw Number,Outcome,Up is Better,Quarterly,400,51,17,62,240,370,93%,Partially Achieved,TRANSPORTATION OPERATIONS,343
2012,KA0,DDOT,"Transportation, District Department of",Monthly field inspections and field services performed.,Raw Number,Output,Up is Better,Quarterly,4000,1089,1147,1301,850,4387, > 100%,Fully Achieved,"PLANNING, POLICY AND SUSTAINABILITY               ",344
2012,KA0,DDOT,"Transportation, District Department of",Municipal Specialists (number of staff certified by the industry standard),Raw Number,Output,Up is Better,Quarterly,8,2,2,1,2,7,87.50%,Partially Achieved,URBAN FORESTRY ADMINISTRATION                     ,345
